contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACBNN010000009.1	40	501	+	AG-899-O02_00991	AG-899-O02	153	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AG-899-O02_00996	-5
CACBNN010000009.1	494	2239	-	AG-899-O02_00992	AG-899-O02	581	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-899-O02_00996	-4
CACBNN010000009.1	2233	4458	-	AG-899-O02_00993	AG-899-O02	741	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-899-O02_00996	-3
CACBNN010000009.1	4455	4670	-	AG-899-O02_00994	AG-899-O02	71	OG0002104	NA	NA	COG4321	NA	Predicted DNA-binding protein, contains ribbon-helix-helix (RHH) domain	AG-899-O02_00996	-2
CACBNN010000009.1	4678	6072	-	AG-899-O02_00995	AG-899-O02	464	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-899-O02_00996	-1
CACBNN010000009.1	6258	6599	-	AG-899-O02_00996	AG-899-O02	113	OG0004176	NA	NA	NA	NA	NA	AG-899-O02_00996	0
CACBNN010000009.1	6963	7898	+	AG-899-O02_00998	AG-899-O02	311	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-899-O02_00996	1
CACBNN010000009.1	7891	8976	-	AG-899-O02_00999	AG-899-O02	361	OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	COG0489	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	AG-899-O02_00996	2
CACBNN010000009.1	9083	10156	+	AG-899-O02_01000	AG-899-O02	357	OG0000394	K04088	modulator of FtsH protease HflK	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-899-O02_00996	3
CACBNN010000009.1	10159	11019	+	AG-899-O02_01001	AG-899-O02	286	OG0000387	K04087	modulator of FtsH protease HflC	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-899-O02_00996	4
CACBNN010000009.1	11040	11228	+	AG-899-O02_01002	AG-899-O02	62	OG0000827	K09937	uncharacterized protein	COG3242	YjeT	Uncharacterized conserved protein YjeT, DUF2065 family	AG-899-O02_00996	5
CACEDC010000007.1	17514	19520	+	AG-905-D16_01077	AG-905-D16	668	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AG-905-D16_01082	-5
CACEDC010000007.1	19513	21258	-	AG-905-D16_01078	AG-905-D16	581	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-905-D16_01082	-4
CACEDC010000007.1	21252	23477	-	AG-905-D16_01079	AG-905-D16	741	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-905-D16_01082	-3
CACEDC010000007.1	23474	23689	-	AG-905-D16_01080	AG-905-D16	71	OG0002104	NA	NA	COG4321	NA	Predicted DNA-binding protein, contains ribbon-helix-helix (RHH) domain	AG-905-D16_01082	-2
CACEDC010000007.1	23697	25091	-	AG-905-D16_01081	AG-905-D16	464	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-905-D16_01082	-1
CACEDC010000007.1	25277	25618	-	AG-905-D16_01082	AG-905-D16	113	OG0004176	NA	NA	NA	NA	NA	AG-905-D16_01082	0
CACEDC010000007.1	25982	26917	+	AG-905-D16_01084	AG-905-D16	311	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-905-D16_01082	1
CACEDC010000007.1	26910	27995	-	AG-905-D16_01085	AG-905-D16	361	OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	COG0489	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	AG-905-D16_01082	2
CACEDC010000007.1	28102	29175	+	AG-905-D16_01086	AG-905-D16	357	OG0000394	K04088	modulator of FtsH protease HflK	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-905-D16_01082	3
CACEDC010000007.1	29178	30038	+	AG-905-D16_01087	AG-905-D16	286	OG0000387	K04087	modulator of FtsH protease HflC	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-905-D16_01082	4
CACEDC010000007.1	30059	30247	+	AG-905-D16_01088	AG-905-D16	62	OG0000827	K09937	uncharacterized protein	COG3242	YjeT	Uncharacterized conserved protein YjeT, DUF2065 family	AG-905-D16_01082	5
