contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CVSB01000020.1	12994	13344	-	AAA795-A20_00177	AAA795-A20	116	OG0001310	K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]	COG2351	HiuH	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	AAA795-A20_00182	-5
CVSB01000020.1	13392	13889	+	AAA795-A20_00178	AAA795-A20	165	OG0001482	NA	NA	COG3195	PucL	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	AAA795-A20_00182	-4
CVSB01000020.1	13886	14872	+	AAA795-A20_00179	AAA795-A20	328	OG0001450	K01477	allantoicase [EC:3.5.3.4]	COG4266	Alc	Allantoicase	AAA795-A20_00182	-3
CVSB01000020.1	14869	15360	+	AAA795-A20_00180	AAA795-A20	163	OG0001453	K01483	ureidoglycolate lyase [EC:4.3.2.3]	COG3194	AllA	Ureidoglycolate hydrolase (allantoin degradation)	AAA795-A20_00182	-2
CVSB01000020.1	15357	16256	+	AAA795-A20_00181	AAA795-A20	299	OG0001445	K16842	allantoinase [EC:3.5.2.5]	COG0726	PgaB	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	AAA795-A20_00182	-1
CVSB01000020.1	16264	16587	-	AAA795-A20_00182	AAA795-A20	107	OG0001403	NA	NA	COG2010	CccA	Cytochrome c, mono- and diheme variants	AAA795-A20_00182	0
CVSB01000020.1	16631	16918	+	AAA795-A20_00183	AAA795-A20	95	OG0000015	NA	NA	COG5470	NA	Uncharacterized conserved protein, DUF1330 family	AAA795-A20_00182	1
CVSB01000020.1	16951	17838	+	AAA795-A20_00184	AAA795-A20	295	OG0000113	K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	NA	NA	NA	AAA795-A20_00182	2
CVSB01000020.1	17848	18483	-	AAA795-A20_00185	AAA795-A20	211	OG0000208	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	COG0122	AlkA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AAA795-A20_00182	3
CVSB01000020.1	18476	19357	-	AAA795-A20_00186	AAA795-A20	293	OG0000066	K15270	S-adenosylmethionine uptake transporter	COG0697	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	AAA795-A20_00182	4
