contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACDYR010000002.1	101655	102314	+	AG-390-G23_00453	AG-390-G23	219	OG0000402	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	COG0036	Rpe	Pentose-5-phosphate-3-epimerase	AG-390-G23_00459	-5
CACDYR010000002.1	102319	103944	+	AG-390-G23_00454	AG-390-G23	541	OG0000757	NA	NA	COG5360	NA	Uncharacterized conserved protein, heparinase superfamily	AG-390-G23_00459	-4
CACDYR010000002.1	103944	105482	+	AG-390-G23_00455	AG-390-G23	512	OG0000331	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	COG0138	PurH	AICAR transformylase/IMP cyclohydrolase PurH	AG-390-G23_00459	-3
CACDYR010000002.1	105472	105816	-	AG-390-G23_00456	AG-390-G23	114	OG0000624	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	COG2154	PhhB	Pterin-4a-carbinolamine dehydratase	AG-390-G23_00459	-2
CACDYR010000002.1	106049	106471	-	AG-390-G23_00458	AG-390-G23	140	OG0003494	NA	NA	NA	NA	NA	AG-390-G23_00459	-1
CACDYR010000002.1	106791	107381	+	AG-390-G23_00459	AG-390-G23	196	OG0003495	NA	NA	NA	NA	NA	AG-390-G23_00459	0
CACDYR010000002.1	107378	107563	-	AG-390-G23_00460	AG-390-G23	61	OG0001631	NA	NA	NA	NA	NA	AG-390-G23_00459	1
CACDYR010000002.1	107791	108642	-	AG-390-G23_00461	AG-390-G23	283	OG0000077	NA	NA	NA	NA	NA	AG-390-G23_00459	2
CACDYR010000002.1	108679	109317	+	AG-390-G23_00462	AG-390-G23	212	OG0000642	K07157	uncharacterized protein	COG2802	LON/PUA	Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily	AG-390-G23_00459	3
CACDYR010000002.1	109325	110398	-	AG-390-G23_00463	AG-390-G23	357	OG0000545	NA	NA	COG0654	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	AG-390-G23_00459	4
CACDYR010000002.1	110461	112545	+	AG-390-G23_00464	AG-390-G23	694	OG0000327	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	COG1674	FtsK	DNA segregation ATPase FtsK/SpoIIIE or related protein	AG-390-G23_00459	5
CACGBZ010000001.1	169547	170518	+	AG-422-C20_00178	AG-422-C20	323	OG0001038	K18208	renalase [EC:1.6.3.5]	COG3380	NA	Predicted NAD/FAD-dependent oxidoreductase	AG-422-C20_00183	-5
CACGBZ010000001.1	170521	171201	-	AG-422-C20_00179	AG-422-C20	226	OG0000789	NA	NA	NA	NA	NA	AG-422-C20_00183	-4
CACGBZ010000001.1	171255	171902	+	AG-422-C20_00180	AG-422-C20	215	OG0000954	K07149	uncharacterized protein	COG2364	YczE	Membrane protein possibly involved in the transport of sulfur-containing compounds	AG-422-C20_00183	-3
CACGBZ010000001.1	171899	173725	-	AG-422-C20_00181	AG-422-C20	608	OG0000985	K06207	GTP-binding protein	COG1217	TypA	Predicted membrane GTPase TypA/BipA involved in stress response	AG-422-C20_00183	-2
CACGBZ010000001.1	174140	174820	+	AG-422-C20_00182	AG-422-C20	226	OG0003917	NA	NA	NA	NA	NA	AG-422-C20_00183	-1
CACGBZ010000001.1	174840	175775	+	AG-422-C20_00183	AG-422-C20	311	OG0003495	NA	NA	NA	NA	NA	AG-422-C20_00183	0
CACGBZ010000001.1	175861	177522	-	AG-422-C20_00184	AG-422-C20	553	OG0000190	K04077	chaperonin GroEL [EC:5.6.1.7]	COG0459	GroEL	Chaperonin GroEL (HSP60 family)	AG-422-C20_00183	1
CACGBZ010000001.1	177545	177835	-	AG-422-C20_00185	AG-422-C20	96	OG0000231	K04078	chaperonin GroES	COG0234	GroES	Co-chaperonin GroES (HSP10)	AG-422-C20_00183	2
CACGBZ010000001.1	177968	178786	+	AG-422-C20_00186	AG-422-C20	272	OG0000359	NA	NA	COG0647	NagD	Ribonucleotide monophosphatase NagD, HAD superfamily	AG-422-C20_00183	3
CACGBZ010000001.1	178780	179703	+	AG-422-C20_00187	AG-422-C20	307	OG0000521	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	COG0196	RibF	FAD synthase	AG-422-C20_00183	4
CACGBZ010000001.1	179700	182432	+	AG-422-C20_00188	AG-422-C20	910	OG0000216	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	COG0060	IleS	Isoleucyl-tRNA synthetase	AG-422-C20_00183	5
CP020778.1	575089	575445	+	RS40_00620	RS40	118	OG0000728	NA	NA	NA	NA	NA	RS40_00626	-5
CP020778.1	575473	576132	+	RS40_00621	RS40	219	OG0000402	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	COG0036	Rpe	Pentose-5-phosphate-3-epimerase	RS40_00626	-4
CP020778.1	576134	577765	+	RS40_00622	RS40	543	OG0000757	NA	NA	COG5360	NA	Uncharacterized conserved protein, heparinase superfamily	RS40_00626	-3
CP020778.1	577762	579303	+	RS40_00623	RS40	513	OG0000331	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	COG0138	PurH	AICAR transformylase/IMP cyclohydrolase PurH	RS40_00626	-2
CP020778.1	579293	579637	-	RS40_00624	RS40	114	OG0000624	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	COG2154	PhhB	Pterin-4a-carbinolamine dehydratase	RS40_00626	-1
CP020778.1	579857	580444	+	RS40_00626	RS40	195	OG0003495	NA	NA	NA	NA	NA	RS40_00626	0
CP020778.1	580441	580626	-	RS40_00627	RS40	61	OG0001631	NA	NA	NA	NA	NA	RS40_00626	1
CP020778.1	580868	581719	-	RS40_00628	RS40	283	OG0000077	NA	NA	NA	NA	NA	RS40_00626	2
CP020778.1	581723	583375	-	RS40_00629	RS40	550	OG0001078	NA	NA	COG0457	TPR	Tetratricopeptide (TPR) repeat	RS40_00626	3
CP020778.1	583428	584069	+	RS40_00630	RS40	213	OG0000642	K07157	uncharacterized protein	COG2802	LON/PUA	Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily	RS40_00626	4
CP020778.1	584059	585156	-	RS40_00631	RS40	365	OG0000545	NA	NA	COG0654	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	RS40_00626	5
