contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABZHN010000003.1	44160	45137	-	AG-337-G06_00530	AG-337-G06	325	OG0001183	K08691	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	COG2301	CitE	Citrate lyase beta subunit	AG-337-G06_00535	-5
CABZHN010000003.1	45194	46114	-	AG-337-G06_00531	AG-337-G06	306	OG0000428	NA	NA	COG4974	XerD	Site-specific tyrosine recombinase XerD	AG-337-G06_00535	-4
CABZHN010000003.1	46120	47841	-	AG-337-G06_00532	AG-337-G06	573	OG0000182	NA	NA	NA	NA	NA	AG-337-G06_00535	-3
CABZHN010000003.1	47894	48433	+	AG-337-G06_00533	AG-337-G06	179	OG0000655	K00891	shikimate kinase [EC:2.7.1.71]	COG0703	AroK	Shikimate kinase	AG-337-G06_00535	-2
CABZHN010000003.1	48426	49532	+	AG-337-G06_00534	AG-337-G06	368	OG0001190	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	COG0337	AroB	3-dehydroquinate synthetase	AG-337-G06_00535	-1
CABZHN010000003.1	49533	50801	+	AG-337-G06_00535	AG-337-G06	422	OG0001545	K03699	magnesium and cobalt exporter, CNNM family	COG4536	CorB	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains	AG-337-G06_00535	0
CABZHN010000003.1	50790	51071	-	AG-337-G06_00536	AG-337-G06	93	OG0000729	K05527	BolA family transcriptional regulator, general stress-responsive regulator	COG0271	BolA	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	AG-337-G06_00535	1
CABZHN010000003.1	51108	51647	+	AG-337-G06_00537	AG-337-G06	179	OG0000311	NA	NA	COG0484	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	AG-337-G06_00535	2
CABZHN010000003.1	51616	52605	+	AG-337-G06_00538	AG-337-G06	329	OG0000310	K09882	cobaltochelatase CobS [EC:6.6.1.2]	COG0645	AAA	Predicted kinase, contains AAA domain	AG-337-G06_00535	3
CABZHN010000003.1	52605	54440	+	AG-337-G06_00539	AG-337-G06	611	OG0000193	K09883	cobaltochelatase CobT [EC:6.6.1.2]	COG4547	CobT2	Cobalamin biosynthesis cobaltochelatase CobT subunit	AG-337-G06_00535	4
CABZHN010000003.1	54433	54723	-	AG-337-G06_00540	AG-337-G06	96	OG0000282	K02902	large subunit ribosomal protein L28	COG0227	RpmB	Ribosomal protein L28	AG-337-G06_00535	5
CABZHN010000006.1	15978	18383	-	AG-337-G06_00953	AG-337-G06	801	OG0000339	K02519	translation initiation factor IF-2	COG0532	InfB	Translation initiation factor IF-2, a GTPase	AG-337-G06_00958	-5
CABZHN010000006.1	18407	19942	-	AG-337-G06_00954	AG-337-G06	511	OG0000346	K02600	transcription termination/antitermination protein NusA	COG0195	NusA	Transcription antitermination factor NusA, contains S1 and KH domains	AG-337-G06_00958	-4
CABZHN010000006.1	20066	20767	-	AG-337-G06_00955	AG-337-G06	233	OG0001649	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	COG0220	TrmB	tRNA G46 N7-methylase TrmB	AG-337-G06_00958	-3
CABZHN010000006.1	20772	21929	-	AG-337-G06_00956	AG-337-G06	385	OG0000398	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	COG0192	MetK	S-adenosylmethionine synthetase	AG-337-G06_00958	-2
CABZHN010000006.1	21922	23367	-	AG-337-G06_00957	AG-337-G06	481	OG0000573	K03820	apolipoprotein N-acyltransferase [EC:2.3.1.269]	COG0815	Lnt	Apolipoprotein N-acyltransferase	AG-337-G06_00958	-1
CABZHN010000006.1	23374	24204	-	AG-337-G06_00958	AG-337-G06	276	OG0001545	K06189	hemolysin (HlyC) family protein	COG1253	MpfA	Mg2+ efflux pump MpfA, contains CBS pair and CorC-HlyC domains, TlyC/UPF0053 family	AG-337-G06_00958	0
CABZHN010000006.1	24207	24656	-	AG-337-G06_00959	AG-337-G06	149	OG0000862	K07042	probable rRNA maturation factor	COG0319	YbeY	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	AG-337-G06_00958	1
