contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACNCJ010000015.1	1680	2069	+	AG-892-L17_01000	AG-892-L17	129	OG0003624	NA	NA	NA	NA	NA	AG-892-L17_01000	0
CACNCJ010000015.1	2878	3147	-	AG-892-L17_01001	AG-892-L17	89	OG0000024	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	COG4311	SoxD	Sarcosine oxidase delta subunit	AG-892-L17_01000	1
CACNCJ010000015.1	3148	4404	-	AG-892-L17_01002	AG-892-L17	418	OG0000004	K22084	methylglutamate dehydrogenase subunit A [EC:1.5.99.5]	COG0665	DadA	Glycine/D-amino acid oxidase (deaminating)	AG-892-L17_01000	2
CACNCJ010000015.1	4532	6214	+	AG-892-L17_01003	AG-892-L17	560	OG0000935	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	COG2759	MIS1	Formyltetrahydrofolate synthetase	AG-892-L17_01000	3
CACNCJ010000015.1	6374	7705	+	AG-892-L17_01004	AG-892-L17	443	OG0001106	K18277	trimethylamine monooxygenase [EC:1.14.13.148]	COG2072	CzcO	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	AG-892-L17_01000	4
CACNCJ010000015.1	7710	8666	-	AG-892-L17_01005	AG-892-L17	318	OG0000488	NA	NA	COG0240	GpsA	Glycerol-3-phosphate dehydrogenase	AG-892-L17_01000	5
CACKQQ010000026.1	88	1092	+	AG-917-J06_01295	AG-917-J06	334	OG0000004	NA	NA	COG0665	DadA	Glycine/D-amino acid oxidase (deaminating)	AG-917-J06_01297	-2
CACKQQ010000026.1	1093	1362	+	AG-917-J06_01296	AG-917-J06	89	OG0000024	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	COG4311	SoxD	Sarcosine oxidase delta subunit	AG-917-J06_01297	-1
CACKQQ010000026.1	2147	2479	-	AG-917-J06_01297	AG-917-J06	110	OG0003624	NA	NA	NA	NA	NA	AG-917-J06_01297	0
HIMB1427-00000000009	1582	1740	+	HIMB1427_01005	HIMB1427	52	OG0003624	NA	NA	NA	NA	NA	HIMB1427_01005	0
HIMB1427-00000000009	1840	2148	+	HIMB1427_01006	HIMB1427	102	OG0003360	NA	NA	NA	NA	NA	HIMB1427_01005	1
HIMB1427-00000000009	2522	2791	-	HIMB1427_01007	HIMB1427	89	OG0000024	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	COG4311	SoxD	Sarcosine oxidase delta subunit	HIMB1427_01005	2
HIMB1427-00000000009	2792	4048	-	HIMB1427_01008	HIMB1427	418	OG0000004	K22084	methylglutamate dehydrogenase subunit A [EC:1.5.99.5]	COG0665	DadA	Glycine/D-amino acid oxidase (deaminating)	HIMB1427_01005	3
HIMB1427-00000000009	4155	5834	+	HIMB1427_01009	HIMB1427	559	OG0000935	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	COG2759	MIS1	Formyltetrahydrofolate synthetase	HIMB1427_01005	4
HIMB1427-00000000009	5837	6619	-	HIMB1427_01010	HIMB1427	260	OG0001021	NA	NA	COG0518	GuaA1	GMP synthase, glutamine amidotransferase domain/subunit	HIMB1427_01005	5
