contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABZHN010000002.1	206367	207311	-	AG-337-G06_00472	AG-337-G06	314	OG0000003	K15270	S-adenosylmethionine uptake transporter	COG0697	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	AG-337-G06_00478	-5
CABZHN010000002.1	207392	209062	+	AG-337-G06_00473	AG-337-G06	556	OG0000054	K00108	choline dehydrogenase [EC:1.1.99.1]	COG2303	BetA	Choline dehydrogenase or related flavoprotein	AG-337-G06_00478	-4
CABZHN010000002.1	209229	209639	-	AG-337-G06_00475	AG-337-G06	136	OG0002250	NA	NA	COG4852	NA	Uncharacterized membrane protein	AG-337-G06_00478	-3
CABZHN010000002.1	209642	210097	+	AG-337-G06_00476	AG-337-G06	151	OG0000907	K07168	CBS domain-containing membrane protein	NA	NA	NA	AG-337-G06_00478	-2
CABZHN010000002.1	210094	210423	-	AG-337-G06_00477	AG-337-G06	109	OG0002096	NA	NA	COG1426	RodZ	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	AG-337-G06_00478	-1
CABZHN010000002.1	210496	211701	-	AG-337-G06_00478	AG-337-G06	401	OG0002251	NA	NA	COG3268	NA	Uncharacterized conserved protein, related to short-chain dehydrogenases	AG-337-G06_00478	0
CABZHN010000002.1	212016	212909	+	AG-337-G06_00479	AG-337-G06	297	OG0000961	NA	NA	COG0280	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	AG-337-G06_00478	1
CABZHN010000002.1	212910	214076	-	AG-337-G06_00480	AG-337-G06	388	OG0000096	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	COG0626	MetC	Cystathionine beta-lyase/cystathionine gamma-synthase	AG-337-G06_00478	2
CABZHN010000002.1	214049	215020	-	AG-337-G06_00481	AG-337-G06	323	OG0000806	NA	NA	COG0031	CysK	Cysteine synthase	AG-337-G06_00478	3
CABZHN010000002.1	215046	216041	+	AG-337-G06_00482	AG-337-G06	331	OG0000873	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	COG2951	MltB	Membrane-bound lytic murein transglycosylase B	AG-337-G06_00478	4
CABZHN010000002.1	216041	216874	+	AG-337-G06_00483	AG-337-G06	277	OG0000880	K03642	rare lipoprotein A	COG0797	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	AG-337-G06_00478	5
CACHAK010000006.1	40080	41750	+	AG-426-I21_00920	AG-426-I21	556	OG0000054	K00108	choline dehydrogenase [EC:1.1.99.1]	COG2303	BetA	Choline dehydrogenase or related flavoprotein	AG-426-I21_00926	-5
CACHAK010000006.1	41869	42177	+	AG-426-I21_00921	AG-426-I21	102	OG0002347	NA	NA	NA	NA	NA	AG-426-I21_00926	-4
CACHAK010000006.1	42323	42721	-	AG-426-I21_00923	AG-426-I21	132	OG0002250	NA	NA	COG4852	NA	Uncharacterized membrane protein	AG-426-I21_00926	-3
CACHAK010000006.1	42736	43191	+	AG-426-I21_00924	AG-426-I21	151	OG0000907	K07168	CBS domain-containing membrane protein	NA	NA	NA	AG-426-I21_00926	-2
CACHAK010000006.1	43188	43472	-	AG-426-I21_00925	AG-426-I21	94	OG0002096	NA	NA	COG1426	RodZ	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	AG-426-I21_00926	-1
CACHAK010000006.1	43606	44796	-	AG-426-I21_00926	AG-426-I21	396	OG0002251	NA	NA	COG3268	NA	Uncharacterized conserved protein, related to short-chain dehydrogenases	AG-426-I21_00926	0
CACHAK010000006.1	45117	46016	+	AG-426-I21_00927	AG-426-I21	299	OG0000961	NA	NA	COG0280	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	AG-426-I21_00926	1
CACHAK010000006.1	46017	47183	-	AG-426-I21_00928	AG-426-I21	388	OG0000096	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	COG0626	MetC	Cystathionine beta-lyase/cystathionine gamma-synthase	AG-426-I21_00926	2
CACHAK010000006.1	47156	48127	-	AG-426-I21_00929	AG-426-I21	323	OG0000806	NA	NA	COG0031	CysK	Cysteine synthase	AG-426-I21_00926	3
CACHAK010000006.1	48133	49140	+	AG-426-I21_00930	AG-426-I21	335	OG0000873	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	COG2951	MltB	Membrane-bound lytic murein transglycosylase B	AG-426-I21_00926	4
CACHAK010000006.1	49140	49991	+	AG-426-I21_00931	AG-426-I21	283	OG0000880	K03642	rare lipoprotein A	COG0797	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	AG-426-I21_00926	5
CACKWR010000005.1	44964	45695	+	AG-457-M14_00623	AG-457-M14	243	OG0001240	K02029	polar amino acid transport system permease protein	COG0765	HisM	ABC-type amino acid transport system, permease component	AG-457-M14_00628	-5
CACKWR010000005.1	45688	46095	-	AG-457-M14_00624	AG-457-M14	135	OG0002250	NA	NA	COG4852	NA	Uncharacterized membrane protein	AG-457-M14_00628	-4
CACKWR010000005.1	46102	46572	+	AG-457-M14_00625	AG-457-M14	156	OG0000907	K07168	CBS domain-containing membrane protein	NA	NA	NA	AG-457-M14_00628	-3
CACKWR010000005.1	46577	46810	-	AG-457-M14_00626	AG-457-M14	77	OG0004054	NA	NA	NA	NA	NA	AG-457-M14_00628	-2
CACKWR010000005.1	46813	47094	-	AG-457-M14_00627	AG-457-M14	93	OG0002096	NA	NA	COG1426	RodZ	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	AG-457-M14_00628	-1
CACKWR010000005.1	47200	48378	-	AG-457-M14_00628	AG-457-M14	392	OG0002251	NA	NA	COG3268	NA	Uncharacterized conserved protein, related to short-chain dehydrogenases	AG-457-M14_00628	0
CACKWR010000005.1	48835	49989	-	AG-457-M14_00629	AG-457-M14	384	OG0000863	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	COG0626	MetC	Cystathionine beta-lyase/cystathionine gamma-synthase	AG-457-M14_00628	1
CACKWR010000005.1	49986	50960	-	AG-457-M14_00630	AG-457-M14	324	OG0000806	NA	NA	COG0031	CysK	Cysteine synthase	AG-457-M14_00628	2
CACKWR010000005.1	50988	51986	+	AG-457-M14_00631	AG-457-M14	332	OG0000873	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	COG2951	MltB	Membrane-bound lytic murein transglycosylase B	AG-457-M14_00628	3
CACKWR010000005.1	51989	52858	+	AG-457-M14_00632	AG-457-M14	289	OG0000880	K03642	rare lipoprotein A	COG0797	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	AG-457-M14_00628	4
CACKWR010000005.1	52868	53998	+	AG-457-M14_00633	AG-457-M14	376	OG0000884	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	COG1686	DacC	D-alanyl-D-alanine carboxypeptidase	AG-457-M14_00628	5
CACLHF010000011.1	5621	6751	-	AG-461-P14_00952	AG-461-P14	376	OG0000884	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	COG1686	DacC	D-alanyl-D-alanine carboxypeptidase	AG-461-P14_00957	-5
