contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABZHI010000004.1	23178	23786	-	AG-337-G04_00526	AG-337-G04	202	OG0000636	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	COG1905	NuoE	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	AG-337-G04_00533	-5
CABZHI010000004.1	23783	24958	-	AG-337-G04_00527	AG-337-G04	391	OG0000501	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	COG0649	NuoD	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	AG-337-G04_00533	-4
CABZHI010000004.1	24958	25548	-	AG-337-G04_00528	AG-337-G04	196	OG0000664	NA	NA	COG0852	NuoC	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	AG-337-G04_00533	-3
CABZHI010000004.1	25551	26072	-	AG-337-G04_00529	AG-337-G04	173	OG0000700	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	COG0377	NuoB	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	AG-337-G04_00533	-2
CABZHI010000004.1	26074	26442	-	AG-337-G04_00530	AG-337-G04	122	OG0000730	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	COG0838	NuoA	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	AG-337-G04_00533	-1
CABZHI010000004.1	26877	27506	+	AG-337-G04_00533	AG-337-G04	209	OG0002558	NA	NA	NA	NA	NA	AG-337-G04_00533	0
CABZHI010000004.1	27553	29940	-	AG-337-G04_00534	AG-337-G04	795	OG0000595	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	COG0466	Lon	ATP-dependent Lon protease, bacterial type	AG-337-G04_00533	1
CABZHI010000004.1	30003	31262	-	AG-337-G04_00535	AG-337-G04	419	OG0000516	K03544	ATP-dependent Clp protease ATP-binding subunit ClpX	COG1219	ClpX	ATP-dependent protease Clp, ATPase subunit ClpX	AG-337-G04_00533	2
CABZHI010000004.1	31351	31962	-	AG-337-G04_00536	AG-337-G04	203	OG0000647	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	COG0740	ClpP	ATP-dependent protease ClpP, protease subunit	AG-337-G04_00533	3
CABZHI010000004.1	31995	33452	-	AG-337-G04_00537	AG-337-G04	485	OG0000744	K03545	trigger factor	COG0544	Tig	Trigger factor Tig, ribosome-bound chaperone (peptidyl-prolyl cis-trans isomerase)	AG-337-G04_00533	4
CABZHI010000004.1	33661	33885	+	AG-337-G04_00539	AG-337-G04	74	OG0000990	K06938	uncharacterized protein	COG3313	YdhL	Predicted Fe-S protein YdhL, DUF1289 family	AG-337-G04_00533	5
CACMIX010000009.1	19214	20638	-	AG-891-J07_01248	AG-891-J07	474	OG0000744	K03545	trigger factor	COG0544	Tig	Trigger factor Tig, ribosome-bound chaperone (peptidyl-prolyl cis-trans isomerase)	AG-891-J07_01254	-5
CACMIX010000009.1	20834	21085	+	AG-891-J07_01250	AG-891-J07	83	OG0000990	K06938	uncharacterized protein	COG3313	YdhL	Predicted Fe-S protein YdhL, DUF1289 family	AG-891-J07_01254	-4
