contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABXZD010000002.1	155889	157697	+	AG-325-L02_00479	AG-325-L02	602	OG0000294	K03596	GTP-binding protein LepA	COG0481	LepA	Translation elongation factor EF-4, membrane-bound GTPase	AG-325-L02_00484	-5
CABXZD010000002.1	157698	158513	+	AG-325-L02_00480	AG-325-L02	271	OG0000113	K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	NA	NA	NA	AG-325-L02_00484	-4
CABXZD010000002.1	158510	159289	-	AG-325-L02_00481	AG-325-L02	259	OG0000045	NA	NA	NA	NA	NA	AG-325-L02_00484	-3
CABXZD010000002.1	159335	160048	+	AG-325-L02_00482	AG-325-L02	237	OG0000037	NA	NA	COG1091	RfbD	dTDP-4-dehydrorhamnose reductase	AG-325-L02_00484	-2
CABXZD010000002.1	160066	160863	+	AG-325-L02_00483	AG-325-L02	265	OG0001309	NA	NA	NA	NA	NA	AG-325-L02_00484	-1
CABXZD010000002.1	160915	161595	+	AG-325-L02_00484	AG-325-L02	226	OG0001474	NA	NA	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-325-L02_00484	0
CABXZD010000002.1	162605	163417	+	AG-325-L02_00486	AG-325-L02	270	OG0001861	NA	NA	NA	NA	NA	AG-325-L02_00484	1
CABXZD010000002.1	163643	165706	+	AG-325-L02_00487	AG-325-L02	687	OG0000103	NA	NA	COG0187	GyrB	DNA gyrase/topoisomerase IV, subunit B	AG-325-L02_00484	2
CABXZD010000002.1	165710	166987	+	AG-325-L02_00488	AG-325-L02	425	OG0000234	K15011	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	COG0642	BaeS	Signal transduction histidine kinase	AG-325-L02_00484	3
CABXZD010000002.1	166984	168792	-	AG-325-L02_00489	AG-325-L02	602	OG0000193	K09883	cobaltochelatase CobT [EC:6.6.1.2]	COG4547	CobT2	Cobalamin biosynthesis cobaltochelatase CobT subunit	AG-325-L02_00484	4
CABXZD010000002.1	168793	169767	-	AG-325-L02_00490	AG-325-L02	324	OG0000310	K09882	cobaltochelatase CobS [EC:6.6.1.2]	COG0645	AAA	Predicted kinase, contains AAA domain	AG-325-L02_00484	5
CABZHI010000003.1	48395	50230	+	AG-337-G04_00400	AG-337-G04	611	OG0001229	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	COG0367	AsnB	Asparagine synthetase B (glutamine-hydrolyzing)	AG-337-G04_00405	-5
CABZHI010000003.1	50365	51081	+	AG-337-G04_00401	AG-337-G04	238	OG0001893	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	COG0500	SmtA	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	AG-337-G04_00405	-4
CABZHI010000003.1	51085	52791	+	AG-337-G04_00402	AG-337-G04	568	OG0001064	NA	NA	COG2274	SunT	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	AG-337-G04_00405	-3
CABZHI010000003.1	52901	54292	+	AG-337-G04_00403	AG-337-G04	463	OG0001510	NA	NA	NA	NA	NA	AG-337-G04_00405	-2
CABZHI010000003.1	54301	54978	+	AG-337-G04_00404	AG-337-G04	225	OG0000035	NA	NA	COG0223	Fmt	Methionyl-tRNA formyltransferase	AG-337-G04_00405	-1
CABZHI010000003.1	54983	55681	+	AG-337-G04_00405	AG-337-G04	232	OG0001474	NA	NA	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-337-G04_00405	0
CABZHI010000003.1	55682	56716	-	AG-337-G04_00406	AG-337-G04	344	OG0000056	K15898	pseudaminic acid synthase [EC:2.5.1.97]	COG2089	SpsE	Sialic acid synthase SpsE, contains C-terminal SAF domain	AG-337-G04_00405	1
CABZHI010000003.1	56825	57391	-	AG-337-G04_00407	AG-337-G04	188	OG0002896	NA	NA	COG1670	RimL	Protein N-acetyltransferase, RimJ/RimL family	AG-337-G04_00405	2
CABZHI010000003.1	57393	58541	-	AG-337-G04_00408	AG-337-G04	382	OG0001524	K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	COG3980	SpsG	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	AG-337-G04_00405	3
CABZHI010000003.1	58552	59268	-	AG-337-G04_00409	AG-337-G04	238	OG0001196	NA	NA	COG1083	NeuA	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	AG-337-G04_00405	4
CABZHI010000003.1	59262	60020	-	AG-337-G04_00410	AG-337-G04	252	OG0000007	NA	NA	COG1028	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	AG-337-G04_00405	5
CABZHN010000003.1	472	1107	-	AG-337-G06_00486	AG-337-G06	211	OG0001365	NA	NA	COG0637	YcjU	Beta-phosphoglucomutase, HAD superfamily	AG-337-G06_00489	-3
CABZHN010000003.1	1100	1732	-	AG-337-G06_00487	AG-337-G06	210	OG0002169	NA	NA	COG0584	UgpQ	Glycerophosphoryl diester phosphodiesterase	AG-337-G06_00489	-2
CABZHN010000003.1	1729	3483	-	AG-337-G06_00488	AG-337-G06	584	OG0001064	K24846	ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]	COG1132	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	AG-337-G06_00489	-1
CABZHN010000003.1	3506	4186	-	AG-337-G06_00489	AG-337-G06	226	OG0001474	K01463	N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-337-G06_00489	0
CABZHN010000003.1	4385	5152	+	AG-337-G06_00490	AG-337-G06	255	OG0000787	NA	NA	COG2062	SixA	Phosphohistidine phosphatase SixA	AG-337-G06_00489	1
CABZHN010000003.1	5204	7231	+	AG-337-G06_00491	AG-337-G06	675	OG0000055	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	COG1861	SpsF	Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family	AG-337-G06_00489	2
CABZHN010000003.1	7291	8325	+	AG-337-G06_00492	AG-337-G06	344	OG0001524	K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	COG3980	SpsG	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	AG-337-G06_00489	3
CABZHN010000003.1	8330	9151	-	AG-337-G06_00493	AG-337-G06	273	NA	NA	NA	NA	NA	NA	AG-337-G06_00489	4
CABZHN010000003.1	9144	10439	-	AG-337-G06_00494	AG-337-G06	431	OG0001416	NA	NA	NA	NA	NA	AG-337-G06_00489	5
CACBCQ010000005.1	476	1147	-	AG-349-L17_00498	AG-349-L17	223	OG0000274	NA	NA	COG1208	GCD1	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	AG-349-L17_00500	-2
CACBCQ010000005.1	1179	1541	-	AG-349-L17_00499	AG-349-L17	120	NA	NA	NA	COG0517	CBS	CBS domain	AG-349-L17_00500	-1
CACBCQ010000005.1	1541	2206	-	AG-349-L17_00500	AG-349-L17	221	OG0001474	NA	NA	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-349-L17_00500	0
CACBCQ010000005.1	2203	3108	-	AG-349-L17_00501	AG-349-L17	301	OG0000035	NA	NA	COG0223	Fmt	Methionyl-tRNA formyltransferase	AG-349-L17_00500	1
CACBCQ010000005.1	3101	4264	-	AG-349-L17_00502	AG-349-L17	387	OG0001211	NA	NA	NA	NA	NA	AG-349-L17_00500	2
CACBCQ010000005.1	4271	5431	-	AG-349-L17_00503	AG-349-L17	386	OG0000093	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-349-L17_00500	3
CACBCQ010000005.1	5431	6417	-	AG-349-L17_00504	AG-349-L17	328	OG0000075	NA	NA	COG1088	RfbB	dTDP-D-glucose 4,6-dehydratase	AG-349-L17_00500	4
CACBCQ010000005.1	6467	7477	-	AG-349-L17_00505	AG-349-L17	336	OG0000056	NA	NA	COG2089	SpsE	Sialic acid synthase SpsE, contains C-terminal SAF domain	AG-349-L17_00500	5
CACDTD010000005.1	60980	62083	-	AG-390-C22_00642	AG-390-C22	367	OG0000093	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-390-C22_00647	-5
CACDTD010000005.1	62080	63186	-	AG-390-C22_00643	AG-390-C22	368	OG0000093	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-390-C22_00647	-4
CACDTD010000005.1	63183	64163	-	AG-390-C22_00644	AG-390-C22	326	OG0000037	NA	NA	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-390-C22_00647	-3
CACDTD010000005.1	64167	65696	-	AG-390-C22_00645	AG-390-C22	509	OG0001355	NA	NA	COG2870	RfaE	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	AG-390-C22_00647	-2
CACDTD010000005.1	65701	66684	-	AG-390-C22_00646	AG-390-C22	327	OG0000075	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-390-C22_00647	-1
CACDTD010000005.1	66709	67368	-	AG-390-C22_00647	AG-390-C22	219	OG0001474	NA	NA	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-390-C22_00647	0
CACDTD010000005.1	67365	68243	-	AG-390-C22_00648	AG-390-C22	292	OG0000035	NA	NA	COG0223	Fmt	Methionyl-tRNA formyltransferase	AG-390-C22_00647	1
CACDTD010000005.1	68243	69418	-	AG-390-C22_00649	AG-390-C22	391	OG0001211	K18429	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]	COG0381	WecB	UDP-N-acetylglucosamine 2-epimerase	AG-390-C22_00647	2
CACDTD010000005.1	69396	70403	-	AG-390-C22_00650	AG-390-C22	335	OG0000056	K18430	N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]	COG2089	SpsE	Sialic acid synthase SpsE, contains C-terminal SAF domain	AG-390-C22_00647	3
CACDTD010000005.1	70400	71008	-	AG-390-C22_00651	AG-390-C22	202	OG0001411	NA	NA	COG1044	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	AG-390-C22_00647	4
CACDTD010000005.1	71011	72183	-	AG-390-C22_00652	AG-390-C22	390	OG0000093	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-390-C22_00647	5
CACDTA010000008.1	21862	22797	+	AG-390-D02_00877	AG-390-D02	311	OG0000025	NA	NA	COG0111	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	AG-390-D02_00882	-5
CACDTA010000008.1	22794	23870	+	AG-390-D02_00878	AG-390-D02	358	OG0001249	K01709	CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-390-D02_00882	-4
CACDTA010000008.1	23867	24559	+	AG-390-D02_00879	AG-390-D02	230	OG0000274	K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	COG1208	GCD1	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	AG-390-D02_00882	-3
CACDTA010000008.1	24561	25469	+	AG-390-D02_00880	AG-390-D02	302	OG0001391	NA	NA	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-390-D02_00882	-2
CACDTA010000008.1	25474	26469	+	AG-390-D02_00881	AG-390-D02	331	OG0001175	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-390-D02_00882	-1
CACDTA010000008.1	26498	27178	-	AG-390-D02_00882	AG-390-D02	226	OG0001474	NA	NA	COG2120	LmbE	N-acetylglucosaminyl deacetylase, LmbE family	AG-390-D02_00882	0
CACDTA010000008.1	27226	27969	+	AG-390-D02_00883	AG-390-D02	247	OG0001128	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	AG-390-D02_00882	1
CACDTA010000008.1	27969	28982	+	AG-390-D02_00884	AG-390-D02	337	OG0000019	NA	NA	COG0472	Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase/archaeal AglH	AG-390-D02_00882	2
CACDTA010000008.1	29008	30147	+	AG-390-D02_00885	AG-390-D02	379	OG0001305	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-390-D02_00882	3
CACDTA010000008.1	30144	31112	+	AG-390-D02_00886	AG-390-D02	322	OG0000023	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	COG1087	GalE	UDP-glucose 4-epimerase	AG-390-D02_00882	4
CACDTA010000008.1	31143	32306	-	AG-390-D02_00887	AG-390-D02	387	OG0001498	NA	NA	NA	NA	NA	AG-390-D02_00882	5
