contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACBWH010000003.1	1237	1971	-	AG-359-M21_00714	AG-359-M21	244	OG0000112	K09972	general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]	COG1126	GlnQ	ABC-type polar amino acid transport system, ATPase component	AG-359-M21_00719	-5
CACBWH010000003.1	1975	3246	-	AG-359-M21_00715	AG-359-M21	423	OG0000784	K09971	general L-amino acid transport system permease protein	COG0765	HisM	ABC-type amino acid transport system, permease component	AG-359-M21_00719	-4
CACBWH010000003.1	3246	4391	-	AG-359-M21_00716	AG-359-M21	381	OG0000793	K09970	general L-amino acid transport system permease protein	COG4597	BatB	ABC-type amino acid transport system, permease component	AG-359-M21_00719	-3
CACBWH010000003.1	4468	5508	-	AG-359-M21_00717	AG-359-M21	346	OG0000767	K09969	general L-amino acid transport system substrate-binding protein	COG0834	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	AG-359-M21_00719	-2
CACBWH010000003.1	6125	6331	+	AG-359-M21_00718	AG-359-M21	68	OG0001780	NA	NA	NA	NA	NA	AG-359-M21_00719	-1
CACBWH010000003.1	6328	6510	+	AG-359-M21_00719	AG-359-M21	60	OG0003024	NA	NA	NA	NA	NA	AG-359-M21_00719	0
CACBWH010000003.1	6576	7247	-	AG-359-M21_00720	AG-359-M21	223	OG0001660	NA	NA	NA	NA	NA	AG-359-M21_00719	1
CACBWH010000003.1	7588	9090	-	AG-359-M21_00721	AG-359-M21	500	OG0001849	NA	NA	NA	NA	NA	AG-359-M21_00719	2
CACBWH010000003.1	9083	9334	-	AG-359-M21_00722	AG-359-M21	83	OG0003161	NA	NA	NA	NA	NA	AG-359-M21_00719	3
CACBWH010000003.1	9520	9981	-	AG-359-M21_00723	AG-359-M21	153	OG0003025	NA	NA	NA	NA	NA	AG-359-M21_00719	4
CACBWH010000003.1	10007	10324	-	AG-359-M21_00724	AG-359-M21	105	OG0001771	NA	NA	NA	NA	NA	AG-359-M21_00719	5
CACNFB010000004.1	2330	3421	-	AG-920-I06_00503	AG-920-I06	363	OG0000010	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-920-I06_00510	-5
CACNFB010000004.1	3501	4655	+	AG-920-I06_00504	AG-920-I06	384	OG0000010	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-920-I06_00510	-4
CACNFB010000004.1	4642	5889	+	AG-920-I06_00505	AG-920-I06	415	OG0000888	K02847	O-antigen ligase [EC:2.4.1.-]	COG3307	RfaL	O-antigen ligase	AG-920-I06_00510	-3
CACNFB010000004.1	6003	7838	-	AG-920-I06_00507	AG-920-I06	611	OG0001054	K00612	carbamoyltransferase [EC:2.1.3.-]	COG2192	NA	Predicted carbamoyl transferase, NodU family	AG-920-I06_00510	-2
CACNFB010000004.1	7991	8374	-	AG-920-I06_00508	AG-920-I06	127	OG0001260	NA	NA	NA	NA	NA	AG-920-I06_00510	-1
CACNFB010000004.1	8849	9187	+	AG-920-I06_00510	AG-920-I06	112	OG0003024	NA	NA	NA	NA	NA	AG-920-I06_00510	0
CACNFB010000004.1	9193	9789	+	AG-920-I06_00511	AG-920-I06	198	OG0002202	NA	NA	NA	NA	NA	AG-920-I06_00510	1
CACNFB010000004.1	10048	10644	-	AG-920-I06_00512	AG-920-I06	198	OG0000414	K07323	phospholipid transport system substrate-binding protein	COG2854	MlaC	Periplasmic subunit MlaC of the ABC-type intermembrane phospholipid transporter Mla	AG-920-I06_00510	2
CACNFB010000004.1	10655	11416	-	AG-920-I06_00513	AG-920-I06	253	OG0000413	K04754	phospholipid-binding lipoprotein MlaA	COG2853	MlaA	Outer membrane channel MlaA of the intermembrane phospholipid transporter MlaABCDEF complex	AG-920-I06_00510	3
CACNFB010000004.1	11493	12224	+	AG-920-I06_00514	AG-920-I06	243	OG0000640	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	COG3023	AmpD	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	AG-920-I06_00510	4
CACNFB010000004.1	12782	13204	+	AG-920-I06_00515	AG-920-I06	140	OG0000325	K03925	transcriptional regulator MraZ	COG2001	MraZ	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	AG-920-I06_00510	5
HIMB1430-00000000024	274	717	+	HIMB1430_01496	HIMB1430	147	OG0001547	NA	NA	NA	NA	NA	HIMB1430_01498	-2
HIMB1430-00000000024	752	946	+	HIMB1430_01497	HIMB1430	64	OG0003052	NA	NA	NA	NA	NA	HIMB1430_01498	-1
HIMB1430-00000000024	943	1284	+	HIMB1430_01498	HIMB1430	113	OG0003024	NA	NA	NA	NA	NA	HIMB1430_01498	0
HIMB1430-00000000024	1290	1886	+	HIMB1430_01499	HIMB1430	198	NA	NA	NA	NA	NA	NA	HIMB1430_01498	1
HIMB1430-00000000024	1888	2178	+	HIMB1430_01500	HIMB1430	96	OG0001657	NA	NA	NA	NA	NA	HIMB1430_01498	2
HIMB1430-00000000024	2168	2581	+	HIMB1430_01501	HIMB1430	137	OG0002602	NA	NA	NA	NA	NA	HIMB1430_01498	3
HIMB1430-00000000024	2617	3102	+	HIMB1430_01502	HIMB1430	161	OG0003119	NA	NA	NA	NA	NA	HIMB1430_01498	4
HIMB1430-00000000024	3184	3444	+	HIMB1430_01503	HIMB1430	86	OG0004347	NA	NA	NA	NA	NA	HIMB1430_01498	5
A3QGDRAFT_scaffold_1.2	201103	201591	+	HTCC1016_01081	HTCC1016	162	OG0002158	NA	NA	NA	NA	NA	HTCC1016_01086	-5
A3QGDRAFT_scaffold_1.2	201607	204390	-	HTCC1016_01082	HTCC1016	927	OG0002130	K07263	zinc protease [EC:3.4.24.-]	COG0612	PqqL	Predicted Zn-dependent peptidase, M16 family	HTCC1016_01086	-4
A3QGDRAFT_scaffold_1.2	204396	204851	-	HTCC1016_01083	HTCC1016	151	OG0002320	NA	NA	NA	NA	NA	HTCC1016_01086	-3
A3QGDRAFT_scaffold_1.2	205001	205411	-	HTCC1016_01084	HTCC1016	136	NA	NA	NA	NA	NA	NA	HTCC1016_01086	-2
A3QGDRAFT_scaffold_1.2	205414	206004	-	HTCC1016_01085	HTCC1016	196	OG0002202	NA	NA	NA	NA	NA	HTCC1016_01086	-1
A3QGDRAFT_scaffold_1.2	206009	206350	-	HTCC1016_01086	HTCC1016	113	OG0003024	NA	NA	NA	NA	NA	HTCC1016_01086	0
A3QGDRAFT_scaffold_1.2	206357	206803	-	HTCC1016_01087	HTCC1016	148	OG0001629	NA	NA	NA	NA	NA	HTCC1016_01086	1
A3QGDRAFT_scaffold_1.2	206804	207745	-	HTCC1016_01088	HTCC1016	313	OG0002265	NA	NA	NA	NA	NA	HTCC1016_01086	2
A3QGDRAFT_scaffold_1.2	207829	208206	-	HTCC1016_01089	HTCC1016	125	OG0001632	NA	NA	NA	NA	NA	HTCC1016_01086	3
A3QGDRAFT_scaffold_1.2	208210	208773	-	HTCC1016_01090	HTCC1016	187	OG0001432	NA	NA	NA	NA	NA	HTCC1016_01086	4
A3QGDRAFT_scaffold_1.2	209248	209559	+	HTCC1016_01091	HTCC1016	103	NA	NA	NA	NA	NA	NA	HTCC1016_01086	5
A3QGDRAFT_scaffold_1.2	223892	224488	-	HTCC1016_01107	HTCC1016	198	OG0002553	NA	NA	NA	NA	NA	HTCC1016_01112	-5
A3QGDRAFT_scaffold_1.2	224499	225746	-	HTCC1016_01108	HTCC1016	415	OG0001339	NA	NA	COG1680	AmpC	CubicO group peptidase, beta-lactamase class C family	HTCC1016_01112	-4
A3QGDRAFT_scaffold_1.2	225757	226248	-	HTCC1016_01109	HTCC1016	163	OG0001514	NA	NA	NA	NA	NA	HTCC1016_01112	-3
A3QGDRAFT_scaffold_1.2	226250	226624	-	HTCC1016_01110	HTCC1016	124	OG0003849	NA	NA	NA	NA	NA	HTCC1016_01112	-2
A3QGDRAFT_scaffold_1.2	226627	226881	-	HTCC1016_01111	HTCC1016	84	NA	NA	NA	NA	NA	NA	HTCC1016_01112	-1
A3QGDRAFT_scaffold_1.2	226881	227069	-	HTCC1016_01112	HTCC1016	62	OG0003024	NA	NA	NA	NA	NA	HTCC1016_01112	0
A3QGDRAFT_scaffold_1.2	227235	227420	-	HTCC1016_01113	HTCC1016	61	OG0002061	NA	NA	NA	NA	NA	HTCC1016_01112	1
