contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACCZZ010000004.1	9484	10212	+	AG-365-B19_00510	AG-365-B19	242	OG0000007	NA	NA	COG1028	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	AG-365-B19_00515	-5
CACCZZ010000004.1	10262	11329	+	AG-365-B19_00511	AG-365-B19	355	OG0000056	NA	NA	COG2089	SpsE	Sialic acid synthase SpsE, contains C-terminal SAF domain	AG-365-B19_00515	-4
CACCZZ010000004.1	11308	11976	+	AG-365-B19_00512	AG-365-B19	222	OG0000043	NA	NA	COG0463	WcaA	Glycosyltransferase involved in cell wall bisynthesis	AG-365-B19_00515	-3
CACCZZ010000004.1	12010	13746	+	AG-365-B19_00513	AG-365-B19	578	OG0001064	NA	NA	COG1132	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	AG-365-B19_00515	-2
CACCZZ010000004.1	13743	15473	+	AG-365-B19_00514	AG-365-B19	576	OG0001504	NA	NA	NA	NA	NA	AG-365-B19_00515	-1
CACCZZ010000004.1	15474	16142	+	AG-365-B19_00515	AG-365-B19	222	OG0002559	NA	NA	NA	NA	NA	AG-365-B19_00515	0
CACCZZ010000004.1	16146	17429	+	AG-365-B19_00516	AG-365-B19	427	OG0001456	NA	NA	COG4310	NA	Uncharacterized conserved protein, cotains an aminopeptidase-like domain	AG-365-B19_00515	1
CACCZZ010000004.1	17444	18217	+	AG-365-B19_00517	AG-365-B19	257	OG0001633	K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	COG2746	YokD	Aminoglycoside N3'-acetyltransferase	AG-365-B19_00515	2
CACCZZ010000004.1	18220	19599	+	AG-365-B19_00518	AG-365-B19	459	OG0000401	NA	NA	COG0318	MenE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	AG-365-B19_00515	3
CACCZZ010000004.1	19603	20610	+	AG-365-B19_00519	AG-365-B19	335	OG0001808	NA	NA	NA	NA	NA	AG-365-B19_00515	4
CACCZZ010000004.1	20610	21788	+	AG-365-B19_00520	AG-365-B19	392	OG0001788	NA	NA	NA	NA	NA	AG-365-B19_00515	5
CACEEW010000022.1	377	568	+	AG-390-M02_01012	AG-390-M02	63	NA	NA	NA	NA	NA	NA	AG-390-M02_01015	-3
CACEEW010000022.1	590	1498	-	AG-390-M02_01013	AG-390-M02	302	OG0000077	NA	NA	NA	NA	NA	AG-390-M02_01015	-2
CACEEW010000022.1	1502	2473	-	AG-390-M02_01014	AG-390-M02	323	OG0001526	K00873	pyruvate kinase [EC:2.7.1.40]	COG0469	PykF	Pyruvate kinase	AG-390-M02_01015	-1
CACEEW010000022.1	2602	3327	+	AG-390-M02_01015	AG-390-M02	241	OG0002559	NA	NA	NA	NA	NA	AG-390-M02_01015	0
CACEEW010000022.1	3328	4416	+	AG-390-M02_01016	AG-390-M02	362	OG0001585	K01666	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	COG0119	LeuA	Isopropylmalate/homocitrate/citramalate synthases	AG-390-M02_01015	1
CACDGO010000003.1	130872	131336	-	AG-903-M21_00679	AG-903-M21	154	OG0000217	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	COG0764	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	AG-903-M21_00684	-5
CACDGO010000003.1	131336	132511	-	AG-903-M21_00680	AG-903-M21	391	OG0001788	NA	NA	NA	NA	NA	AG-903-M21_00684	-4
CACDGO010000003.1	132511	133515	-	AG-903-M21_00681	AG-903-M21	334	OG0001808	NA	NA	NA	NA	NA	AG-903-M21_00684	-3
CACDGO010000003.1	133520	134896	-	AG-903-M21_00682	AG-903-M21	458	OG0000401	NA	NA	COG0318	MenE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	AG-903-M21_00684	-2
CACDGO010000003.1	134896	135654	-	AG-903-M21_00683	AG-903-M21	252	OG0001633	K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	COG2746	YokD	Aminoglycoside N3'-acetyltransferase	AG-903-M21_00684	-1
CACDGO010000003.1	135664	135933	-	AG-903-M21_00684	AG-903-M21	89	OG0002559	NA	NA	NA	NA	NA	AG-903-M21_00684	0
CACJZJ010000001.1	39725	40750	+	AG-916-G19_00045	AG-916-G19	341	OG0000056	NA	NA	COG2089	SpsE	Sialic acid synthase SpsE, contains C-terminal SAF domain	AG-916-G19_00050	-5
