contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABYCY010000017.1	359	961	+	AG-333-A04_01263	AG-333-A04	200	OG0001346	NA	NA	COG2605	NA	Predicted kinase related to galactokinase and mevalonate kinase	AG-333-A04_01266	-3
CABYCY010000017.1	963	1664	-	AG-333-A04_01264	AG-333-A04	233	OG0000007	NA	NA	NA	NA	NA	AG-333-A04_01266	-2
CABYCY010000017.1	1681	2685	-	AG-333-A04_01265	AG-333-A04	334	OG0001141	K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-333-A04_01266	-1
CABYCY010000017.1	2727	3683	+	AG-333-A04_01266	AG-333-A04	318	OG0003841	NA	NA	NA	NA	NA	AG-333-A04_01266	0
CABYCY010000017.1	3676	4596	+	AG-333-A04_01267	AG-333-A04	306	OG0002006	NA	NA	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	AG-333-A04_01266	1
CABYCY010000017.1	4610	5686	+	AG-333-A04_01268	AG-333-A04	358	OG0000010	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-333-A04_01266	2
CABYCY010000017.1	5699	6568	+	AG-333-A04_01269	AG-333-A04	289	OG0000008	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	AG-333-A04_01266	3
CABYCY010000017.1	6565	7803	+	AG-333-A04_01270	AG-333-A04	412	OG0003171	NA	NA	NA	NA	NA	AG-333-A04_01266	4
CABYCY010000017.1	7790	8611	+	AG-333-A04_01271	AG-333-A04	273	OG0000032	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	AG-333-A04_01266	5
CACHML010000019.1	23	943	-	AG-426-K09_01237	AG-426-K09	306	OG0002006	NA	NA	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	AG-426-K09_01238	-1
CACHML010000019.1	936	1916	-	AG-426-K09_01238	AG-426-K09	326	OG0003841	NA	NA	NA	NA	NA	AG-426-K09_01238	0
CACHML010000019.1	1957	2958	+	AG-426-K09_01239	AG-426-K09	333	OG0001141	K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	AG-426-K09_01238	1
CACHML010000019.1	3064	4053	+	AG-426-K09_01240	AG-426-K09	329	OG0001346	K07031	D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	COG2605	NA	Predicted kinase related to galactokinase and mevalonate kinase	AG-426-K09_01238	2
CACHML010000019.1	4124	5680	+	AG-426-K09_01241	AG-426-K09	518	OG0001338	NA	NA	COG1032	YgiQ	Radical SAM superfamily enzyme YgiQ, UPF0313 family	AG-426-K09_01238	3
CACHML010000019.1	5735	6550	+	AG-426-K09_01242	AG-426-K09	271	OG0000069	NA	NA	COG3959	TktA1	Transketolase, N-terminal subunit	AG-426-K09_01238	4
CACHML010000019.1	6540	7481	+	AG-426-K09_01243	AG-426-K09	313	OG0000041	NA	NA	COG3958	TktA2	Transketolase, C-terminal subunit	AG-426-K09_01238	5
