contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
DS995298.1	821215	822051	+	HTCC7211_00877	HTCC7211	278	NA	NA	NA	NA	NA	NA	HTCC7211_00882	-5
DS995298.1	822119	822274	-	HTCC7211_00878	HTCC7211	51	NA	NA	NA	COG3677	InsA	Transposase InsA	HTCC7211_00882	-4
DS995298.1	822361	823170	+	HTCC7211_00879	HTCC7211	269	NA	NA	NA	NA	NA	NA	HTCC7211_00882	-3
DS995298.1	823167	823262	+	HTCC7211_00880	HTCC7211	31	OG0002569	NA	NA	NA	NA	NA	HTCC7211_00882	-2
DS995298.1	823305	823571	+	HTCC7211_00881	HTCC7211	88	OG0004135	NA	NA	NA	NA	NA	HTCC7211_00882	-1
DS995298.1	823971	824336	+	HTCC7211_00882	HTCC7211	121	OG0004440	NA	NA	NA	NA	NA	HTCC7211_00882	0
DS995298.1	824337	825059	+	HTCC7211_00883	HTCC7211	240	OG0003105	NA	NA	NA	NA	NA	HTCC7211_00882	1
DS995298.1	825059	825355	+	HTCC7211_00884	HTCC7211	98	OG0004441	NA	NA	NA	NA	NA	HTCC7211_00882	2
DS995298.1	825605	826375	+	HTCC7211_00886	HTCC7211	256	OG0000972	K00858	NAD+ kinase [EC:2.7.1.23]	COG0061	NadK	NAD kinase	HTCC7211_00882	3
DS995298.1	826541	827581	+	HTCC7211_00887	HTCC7211	346	NA	NA	NA	COG1462	CsgG	Type VIII secretion (curli biogenesis) system outer membrane channel CsgG	HTCC7211_00882	4
DS995298.1	827827	828417	+	HTCC7211_00888	HTCC7211	196	OG0000006	NA	NA	COG4968	PilE	Type IV pilus minor pilin/pseudopilin PilE	HTCC7211_00882	5
JACWDT010000007.1	42104	42505	+	SAG-MED22_01166	SAG-MED22	133	OG0001035	K00682	gamma-glutamylcyclotransferase [EC:4.3.2.9]	COG2105	YtfP	Predicted gamma-glutamylamine cyclotransferase YtfP, GGCT/AIG2-like family	SAG-MED22_01171	-5
JACWDT010000007.1	42514	43824	+	SAG-MED22_01167	SAG-MED22	436	OG0001333	NA	NA	COG4091	NA	Predicted homoserine dehydrogenase, contains C-terminal SAF domain	SAG-MED22_01171	-4
JACWDT010000007.1	43821	45083	-	SAG-MED22_01168	SAG-MED22	420	OG0001281	NA	NA	COG3408	GDB1	Glycogen debranching enzyme (alpha-1,6-glucosidase)	SAG-MED22_01171	-3
JACWDT010000007.1	45083	46303	-	SAG-MED22_01169	SAG-MED22	406	OG0001273	K13693	glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	NA	NA	NA	SAG-MED22_01171	-2
JACWDT010000007.1	46315	47118	-	SAG-MED22_01170	SAG-MED22	267	OG0001276	K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	COG3769	YedP	Mannosyl-3-phosphoglycerate phosphatase YedP/MpgP, HAD superfamily	SAG-MED22_01171	-1
JACWDT010000007.1	47489	47854	+	SAG-MED22_01171	SAG-MED22	121	OG0004440	NA	NA	NA	NA	NA	SAG-MED22_01171	0
JACWDT010000007.1	47855	48577	+	SAG-MED22_01172	SAG-MED22	240	OG0003105	NA	NA	NA	NA	NA	SAG-MED22_01171	1
JACWDT010000007.1	48577	48873	+	SAG-MED22_01173	SAG-MED22	98	OG0004441	NA	NA	NA	NA	NA	SAG-MED22_01171	2
JACWDT010000007.1	49120	49890	+	SAG-MED22_01175	SAG-MED22	256	OG0000972	K00858	NAD+ kinase [EC:2.7.1.23]	COG0061	NadK	NAD kinase	SAG-MED22_01171	3
JACWDT010000007.1	49891	50577	+	SAG-MED22_01176	SAG-MED22	228	OG0001798	NA	NA	NA	NA	NA	SAG-MED22_01171	4
JACWDT010000007.1	50834	51577	-	SAG-MED22_01178	SAG-MED22	247	OG0000786	NA	NA	COG0566	SpoU	tRNA G18 (ribose-2'-O)-methylase SpoU	SAG-MED22_01171	5
