contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CVSB01000011.1	52678	53544	+	AAA795-A20_00144	AAA795-A20	288	OG0001160	K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	COG1209	RmlA1	dTDP-glucose pyrophosphorylase	AAA795-A20_00150	-5
CVSB01000011.1	53548	54063	+	AAA795-A20_00145	AAA795-A20	171	OG0001300	NA	NA	COG1898	RfbC	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	AAA795-A20_00150	-4
CVSB01000011.1	54068	54772	+	AAA795-A20_00146	AAA795-A20	234	OG0000037	NA	NA	COG1091	RfbD	dTDP-4-dehydrorhamnose reductase	AAA795-A20_00150	-3
CVSB01000011.1	54948	56006	-	AAA795-A20_00148	AAA795-A20	352	OG0001888	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AAA795-A20_00150	-2
CVSB01000011.1	56041	56253	-	AAA795-A20_00149	AAA795-A20	70	OG0001103	NA	NA	NA	NA	NA	AAA795-A20_00150	-1
CVSB01000011.1	56299	58344	-	AAA795-A20_00150	AAA795-A20	681	OG0000080	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AAA795-A20_00150	0
CVSB01000026.1	46698	47549	-	AAA795-A20_00317	AAA795-A20	283	OG0001246	NA	NA	NA	NA	NA	AAA795-A20_00322	-5
CVSB01000026.1	47556	47930	-	AAA795-A20_00318	AAA795-A20	124	OG0000926	NA	NA	COG1056	NadM	Nicotinamide mononucleotide adenylyltransferase	AAA795-A20_00322	-4
CVSB01000026.1	47927	48337	-	AAA795-A20_00319	AAA795-A20	136	OG0000966	NA	NA	COG0529	CysC	Adenylylsulfate kinase or related kinase	AAA795-A20_00322	-3
CVSB01000026.1	48337	49572	-	AAA795-A20_00320	AAA795-A20	411	OG0001306	NA	NA	COG0006	PepP	Xaa-Pro aminopeptidase	AAA795-A20_00322	-2
CVSB01000026.1	49569	50195	-	AAA795-A20_00321	AAA795-A20	208	OG0001125	NA	NA	COG4976	NA	Predicted methyltransferase, contains TPR repeat	AAA795-A20_00322	-1
CVSB01000026.1	50195	52600	-	AAA795-A20_00322	AAA795-A20	801	OG0000080	K00315	dimethylglycine dehydrogenase [EC:1.5.8.4]	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AAA795-A20_00322	0
CVSB01000026.1	52600	53640	-	AAA795-A20_00323	AAA795-A20	346	OG0001216	K00544	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	COG0646	MetH1	Methionine synthase I (cobalamin-dependent), methyltransferase domain	AAA795-A20_00322	1
CVSB01000026.1	53652	54830	-	AAA795-A20_00324	AAA795-A20	392	OG0001069	K00499	choline monooxygenase [EC:1.14.15.7]	COG4638	HcaE	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	AAA795-A20_00322	2
CVSB01000026.1	55107	56117	+	AAA795-A20_00325	AAA795-A20	336	OG0001176	K02002	glycine betaine/proline transport system substrate-binding protein	COG2113	ProX	ABC-type proline/glycine betaine transport system, periplasmic component	AAA795-A20_00322	3
CVSB01000026.1	56170	57054	+	AAA795-A20_00326	AAA795-A20	294	OG0000017	K02001	glycine betaine/proline transport system permease protein	COG4176	ProW	ABC-type proline/glycine betaine transport system, permease component	AAA795-A20_00322	4
CVSB01000026.1	57117	57845	+	AAA795-A20_00327	AAA795-A20	242	OG0000947	NA	NA	COG0685	MetF	5,10-methylenetetrahydrofolate reductase	AAA795-A20_00322	5
