contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABXWY010000008.1	14888	15712	-	AG-325-G21_00840	AG-325-G21	274	OG0000678	K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	COG1806	PpsR	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)	AG-325-G21_00845	-5
CABXWY010000008.1	15998	17017	+	AG-325-G21_00841	AG-325-G21	339	OG0000338	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	COG0407	HemE	Uroporphyrinogen-III decarboxylase HemE	AG-325-G21_00845	-4
CABXWY010000008.1	16995	17993	+	AG-325-G21_00842	AG-325-G21	332	OG0000362	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	COG0276	HemH	Protoheme ferro-lyase (ferrochelatase)	AG-325-G21_00845	-3
CABXWY010000008.1	17990	18424	+	AG-325-G21_00843	AG-325-G21	144	OG0000854	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	COG1981	HemJ	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)	AG-325-G21_00845	-2
CABXWY010000008.1	18488	19759	+	AG-325-G21_00844	AG-325-G21	423	OG0000332	K03628	transcription termination factor Rho	COG1158	Rho	Transcription termination factor Rho	AG-325-G21_00845	-1
CABXWY010000008.1	19782	21416	+	AG-325-G21_00845	AG-325-G21	544	OG0001180	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	COG3914	Spy	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	AG-325-G21_00845	0
CABXWY010000008.1	21422	22339	+	AG-325-G21_00846	AG-325-G21	305	OG0001785	NA	NA	COG1215	BcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	AG-325-G21_00845	1
CABXWY010000008.1	22385	22645	+	AG-325-G21_00847	AG-325-G21	86	OG0001738	NA	NA	NA	NA	NA	AG-325-G21_00845	2
CABXWY010000008.1	22672	24000	+	AG-325-G21_00848	AG-325-G21	442	OG0000083	K03650	tRNA modification GTPase [EC:3.6.-.-]	COG0486	MnmE	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	AG-325-G21_00845	3
CABXWY010000008.1	24025	25896	+	AG-325-G21_00849	AG-325-G21	623	OG0000206	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	COG0445	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	AG-325-G21_00845	4
CABXWY010000008.1	25893	26534	+	AG-325-G21_00850	AG-325-G21	213	OG0000592	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	COG0357	RsmG	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	AG-325-G21_00845	5
CABZBR010000003.1	125	583	+	AG-337-C09_00255	AG-337-C09	152	OG0000353	K03687	molecular chaperone GrpE	COG0576	GrpE	Molecular chaperone GrpE (heat shock protein HSP-70)	AG-337-C09_00259	-4
CABZBR010000003.1	661	2580	+	AG-337-C09_00256	AG-337-C09	639	OG0000132	K04043	molecular chaperone DnaK	COG0443	DnaK	Molecular chaperone DnaK (HSP70)	AG-337-C09_00259	-3
CABZBR010000003.1	2609	3739	+	AG-337-C09_00257	AG-337-C09	376	OG0000275	K03686	molecular chaperone DnaJ	COG0484	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	AG-337-C09_00259	-2
CABZBR010000003.1	3740	3841	+	AG-337-C09_00258	AG-337-C09	33	OG0001819	NA	NA	NA	NA	NA	AG-337-C09_00259	-1
CABZBR010000003.1	3847	5778	+	AG-337-C09_00259	AG-337-C09	643	OG0001180	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	COG3914	Spy	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	AG-337-C09_00259	0
