contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACMZL010000001.1	276752	276958	+	AG-892-J03_00336	AG-892-J03	68	OG0002936	NA	NA	NA	NA	NA	AG-892-J03_00342	-5
CACMZL010000001.1	277096	277239	+	AG-892-J03_00337	AG-892-J03	47	OG0003620	NA	NA	NA	NA	NA	AG-892-J03_00342	-4
CACMZL010000001.1	277299	278576	-	AG-892-J03_00338	AG-892-J03	425	OG0002714	NA	NA	COG4974	XerD	Site-specific tyrosine recombinase XerD	AG-892-J03_00342	-3
CACMZL010000001.1	279035	279202	-	AG-892-J03_00340	AG-892-J03	55	OG0001455	NA	NA	NA	NA	NA	AG-892-J03_00342	-2
CACMZL010000001.1	279299	279709	-	AG-892-J03_00341	AG-892-J03	136	OG0001771	NA	NA	NA	NA	NA	AG-892-J03_00342	-1
CACMZL010000001.1	279754	280290	-	AG-892-J03_00342	AG-892-J03	178	OG0003622	NA	NA	NA	NA	NA	AG-892-J03_00342	0
CACMZL010000001.1	280475	280588	-	AG-892-J03_00343	AG-892-J03	37	OG0001157	NA	NA	NA	NA	NA	AG-892-J03_00342	1
CACMZL010000001.1	280589	281038	-	AG-892-J03_00344	AG-892-J03	149	OG0001566	NA	NA	NA	NA	NA	AG-892-J03_00342	2
CACMZL010000001.1	281042	281968	-	AG-892-J03_00345	AG-892-J03	308	OG0001389	NA	NA	COG0679	YfdV	Predicted permease, AEC (auxin efflux carrier) family	AG-892-J03_00342	3
CACMZL010000001.1	281968	282756	-	AG-892-J03_00346	AG-892-J03	262	OG0000927	NA	NA	COG2175	TauD	Taurine dioxygenase, alpha-ketoglutarate-dependent	AG-892-J03_00342	4
CACMZL010000001.1	282749	283624	-	AG-892-J03_00347	AG-892-J03	291	OG0000051	K01561	haloacetate dehalogenase [EC:3.8.1.3]	COG0596	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	AG-892-J03_00342	5
CACILM010000007.1	16299	17093	+	AG-913-I14_01018	AG-913-I14	264	OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	COG0489	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	AG-913-I14_01024	-5
CACILM010000007.1	17074	18021	-	AG-913-I14_01019	AG-913-I14	315	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-913-I14_01024	-4
CACILM010000007.1	18373	18726	+	AG-913-I14_01021	AG-913-I14	117	OG0001439	NA	NA	COG3152	YhaH	Uncharacterized membrane protein YhaH, DUF805 family	AG-913-I14_01024	-3
CACILM010000007.1	18867	19457	-	AG-913-I14_01022	AG-913-I14	196	OG0001335	NA	NA	NA	NA	NA	AG-913-I14_01024	-2
CACILM010000007.1	19595	19771	+	AG-913-I14_01023	AG-913-I14	58	OG0001773	NA	NA	NA	NA	NA	AG-913-I14_01024	-1
CACILM010000007.1	19890	20426	-	AG-913-I14_01024	AG-913-I14	178	OG0003622	NA	NA	NA	NA	NA	AG-913-I14_01024	0
CACILM010000007.1	20429	21172	-	AG-913-I14_01025	AG-913-I14	247	OG0002686	NA	NA	COG0708	XthA	Exonuclease III	AG-913-I14_01024	1
CACILM010000007.1	21409	21570	-	AG-913-I14_01026	AG-913-I14	53	OG0002659	NA	NA	NA	NA	NA	AG-913-I14_01024	2
CACILM010000007.1	21554	21862	-	AG-913-I14_01027	AG-913-I14	102	OG0001747	NA	NA	NA	NA	NA	AG-913-I14_01024	3
CACILM010000007.1	21949	22644	-	AG-913-I14_01028	AG-913-I14	231	OG0000008	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	AG-913-I14_01024	4
CACILM010000007.1	22679	24106	-	AG-913-I14_01029	AG-913-I14	475	OG0001531	NA	NA	COG5305	NA	Uncharacterized membrane protein PF0508, contains N-terminal glycosyltransferase domain of PMT family	AG-913-I14_01024	5
CACJXK010000001.1	312791	313186	-	AG-916-G09_00327	AG-916-G09	131	OG0000876	NA	NA	COG0822	IscU	Fe-S cluster assembly scaffold protein IscU, NifU family	AG-916-G09_00332	-5
CACJXK010000001.1	313265	314170	+	AG-916-G09_00328	AG-916-G09	301	OG0000934	NA	NA	COG0697	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	AG-916-G09_00332	-4
CACJXK010000001.1	314172	315287	+	AG-916-G09_00329	AG-916-G09	371	OG0000943	K00613	glycine amidinotransferase [EC:2.1.4.1]	COG1834	DdaH	N-Dimethylarginine dimethylaminohydrolase	AG-916-G09_00332	-3
CACJXK010000001.1	315290	316336	+	AG-916-G09_00330	AG-916-G09	348	OG0001262	K01620	threonine aldolase [EC:4.1.2.48]	COG2008	GLY1	Threonine aldolase	AG-916-G09_00332	-2
CACJXK010000001.1	316338	316565	-	AG-916-G09_00331	AG-916-G09	75	OG0001075	NA	NA	NA	NA	NA	AG-916-G09_00332	-1
CACJXK010000001.1	316668	317111	-	AG-916-G09_00332	AG-916-G09	147	OG0003622	NA	NA	NA	NA	NA	AG-916-G09_00332	0
CACJXK010000001.1	317115	317669	-	AG-916-G09_00333	AG-916-G09	184	OG0002202	NA	NA	NA	NA	NA	AG-916-G09_00332	1
CACJXK010000001.1	317723	318520	-	AG-916-G09_00334	AG-916-G09	265	OG0001473	NA	NA	NA	NA	NA	AG-916-G09_00332	2
CACJXK010000001.1	318563	318679	+	AG-916-G09_00335	AG-916-G09	38	OG0001793	NA	NA	NA	NA	NA	AG-916-G09_00332	3
CACJXK010000001.1	318819	318941	-	AG-916-G09_00336	AG-916-G09	40	OG0001164	NA	NA	NA	NA	NA	AG-916-G09_00332	4
CACJXK010000001.1	318948	319433	-	AG-916-G09_00337	AG-916-G09	161	OG0001237	K09767	cyclic-di-GMP-binding protein	COG1666	YajQ	Cyclic di-GMP-binding protein YajQ, UPF0234 family	AG-916-G09_00332	5
