contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CVSB01000037.1	3313	3645	+	AAA795-A20_00679	AAA795-A20	110	OG0001061	NA	NA	COG2076	EmrE	Multidrug transporter EmrE and related cation transporters	AAA795-A20_00685	-5
CVSB01000037.1	3638	4945	-	AAA795-A20_00680	AAA795-A20	435	OG0000238	K01465	dihydroorotase [EC:3.5.2.3]	COG0044	AllB	Dihydroorotase or related cyclic amidohydrolase	AAA795-A20_00685	-4
CVSB01000037.1	4989	5879	+	AAA795-A20_00681	AAA795-A20	296	OG0000660	NA	NA	COG0354	YgfZ	Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters, tRNA thiomethylation	AAA795-A20_00685	-3
CVSB01000037.1	6214	7203	+	AAA795-A20_00683	AAA795-A20	329	OG0000316	K03517	quinolinate synthase [EC:2.5.1.72]	COG0379	NadA	Quinolinate synthase	AAA795-A20_00685	-2
CVSB01000037.1	7208	8041	+	AAA795-A20_00684	AAA795-A20	277	OG0000370	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	COG0157	NadC	Nicotinate-nucleotide pyrophosphorylase	AAA795-A20_00685	-1
CVSB01000037.1	8038	8409	-	AAA795-A20_00685	AAA795-A20	123	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AAA795-A20_00685	0
CVSB01000037.1	8477	9865	+	AAA795-A20_00686	AAA795-A20	462	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AAA795-A20_00685	1
CVSB01000037.1	9853	11343	-	AAA795-A20_00687	AAA795-A20	496	OG0000923	NA	NA	COG2982	AsmA	Outer membrane assembly factor AsmA	AAA795-A20_00685	2
CVSB01000037.1	11378	13414	+	AAA795-A20_00688	AAA795-A20	678	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AAA795-A20_00685	3
CVSB01000037.1	13411	15105	+	AAA795-A20_00689	AAA795-A20	564	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AAA795-A20_00685	4
CVSB01000037.1	15088	17118	-	AAA795-A20_00690	AAA795-A20	676	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AAA795-A20_00685	5
CVSF01000067.1	18391	20421	+	AAA795-D22_00864	AAA795-D22	676	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AAA795-D22_00869	-5
CVSF01000067.1	20404	22098	-	AAA795-D22_00865	AAA795-D22	564	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AAA795-D22_00869	-4
CVSF01000067.1	22100	24133	-	AAA795-D22_00866	AAA795-D22	677	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AAA795-D22_00869	-3
CVSF01000067.1	24163	25650	+	AAA795-D22_00867	AAA795-D22	495	OG0000923	NA	NA	COG2982	AsmA	Outer membrane assembly factor AsmA	AAA795-D22_00869	-2
CVSF01000067.1	25647	27035	-	AAA795-D22_00868	AAA795-D22	462	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AAA795-D22_00869	-1
CVSF01000067.1	27102	27473	+	AAA795-D22_00869	AAA795-D22	123	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AAA795-D22_00869	0
CVSF01000067.1	27470	28303	-	AAA795-D22_00870	AAA795-D22	277	OG0000370	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	COG0157	NadC	Nicotinate-nucleotide pyrophosphorylase	AAA795-D22_00869	1
CVSF01000067.1	28310	29299	-	AAA795-D22_00871	AAA795-D22	329	OG0000316	K03517	quinolinate synthase [EC:2.5.1.72]	COG0379	NadA	Quinolinate synthase	AAA795-D22_00869	2
CVSF01000067.1	29500	29901	+	AAA795-D22_00873	AAA795-D22	133	OG0001355	NA	NA	COG0615	TagD	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	AAA795-D22_00869	3
CVSF01000067.1	29909	30799	-	AAA795-D22_00874	AAA795-D22	296	OG0000660	NA	NA	COG0354	YgfZ	Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters, tRNA thiomethylation	AAA795-D22_00869	4
CVSF01000067.1	30843	32153	+	AAA795-D22_00875	AAA795-D22	436	OG0000238	K01465	dihydroorotase [EC:3.5.2.3]	COG0044	AllB	Dihydroorotase or related cyclic amidohydrolase	AAA795-D22_00869	5
CABXTC010000002.1	66319	67188	-	AG-325-C18_00294	AG-325-C18	289	OG0000387	K04087	modulator of FtsH protease HflC	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-325-C18_00300	-5
CABXTC010000002.1	67190	68296	-	AG-325-C18_00295	AG-325-C18	368	OG0000394	K04088	modulator of FtsH protease HflK	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-325-C18_00300	-4
CABXTC010000002.1	68348	69172	+	AG-325-C18_00296	AG-325-C18	274	OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	COG0489	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	AG-325-C18_00300	-3
CABXTC010000002.1	69153	70223	-	AG-325-C18_00297	AG-325-C18	356	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-325-C18_00300	-2
CABXTC010000002.1	70457	70579	+	AG-325-C18_00299	AG-325-C18	40	OG0001164	NA	NA	NA	NA	NA	AG-325-C18_00300	-1
CABXTC010000002.1	70585	70956	-	AG-325-C18_00300	AG-325-C18	123	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AG-325-C18_00300	0
CABXTC010000002.1	71010	72398	+	AG-325-C18_00301	AG-325-C18	462	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-325-C18_00300	1
CABXTC010000002.1	72386	73969	-	AG-325-C18_00302	AG-325-C18	527	OG0000923	NA	NA	NA	NA	NA	AG-325-C18_00300	2
CABXTC010000002.1	74002	76038	+	AG-325-C18_00303	AG-325-C18	678	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-325-C18_00300	3
CABXTC010000002.1	76035	77732	+	AG-325-C18_00304	AG-325-C18	565	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-325-C18_00300	4
CABXTC010000002.1	77725	79746	-	AG-325-C18_00305	AG-325-C18	673	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AG-325-C18_00300	5
CABXTN010000011.1	4443	5792	-	AG-325-C21_00744	AG-325-C21	449	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-325-C21_00749	-5
CABXTN010000011.1	5761	6132	-	AG-325-C21_00745	AG-325-C21	123	OG0000209	NA	NA	NA	NA	NA	AG-325-C21_00749	-4
CABXTN010000011.1	6129	8165	-	AG-325-C21_00746	AG-325-C21	678	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-325-C21_00749	-3
CABXTN010000011.1	8188	9642	+	AG-325-C21_00747	AG-325-C21	484	OG0000923	NA	NA	COG2982	AsmA	Outer membrane assembly factor AsmA	AG-325-C21_00749	-2
CABXTN010000011.1	9624	11018	-	AG-325-C21_00748	AG-325-C21	464	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-325-C21_00749	-1
CABXTN010000011.1	11085	11453	+	AG-325-C21_00749	AG-325-C21	122	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AG-325-C21_00749	0
CABXTN010000011.1	11472	11834	+	AG-325-C21_00750	AG-325-C21	120	OG0003429	NA	NA	NA	NA	NA	AG-325-C21_00749	1
CABXTN010000011.1	12142	13092	+	AG-325-C21_00752	AG-325-C21	316	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-325-C21_00749	2
CABXTN010000011.1	13097	13483	+	AG-325-C21_00753	AG-325-C21	128	OG0001260	NA	NA	NA	NA	NA	AG-325-C21_00749	3
CABXTN010000011.1	13486	13635	+	AG-325-C21_00754	AG-325-C21	49	OG0001277	NA	NA	NA	NA	NA	AG-325-C21_00749	4
CABXTN010000011.1	13637	14653	+	AG-325-C21_00755	AG-325-C21	338	OG0002327	NA	NA	NA	NA	NA	AG-325-C21_00749	5
CABXUW010000012.1	11000	12460	+	AG-325-E13_00926	AG-325-E13	486	OG0001098	K08997	protein adenylyltransferase [EC:2.7.7.108]	COG0397	SelO	Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O)	AG-325-E13_00931	-5
CABXUW010000012.1	12487	13185	-	AG-325-E13_00927	AG-325-E13	232	OG0002006	NA	NA	COG4627	NA	Predicted SAM-depedendent methyltransferase	AG-325-E13_00931	-4
CABXUW010000012.1	13295	13900	+	AG-325-E13_00928	AG-325-E13	201	OG0002246	NA	NA	COG0456	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	AG-325-E13_00931	-3
CABXUW010000012.1	13902	15323	+	AG-325-E13_00929	AG-325-E13	473	OG0001860	NA	NA	NA	NA	NA	AG-325-E13_00931	-2
CABXUW010000012.1	15486	16904	-	AG-325-E13_00930	AG-325-E13	472	OG0001531	NA	NA	COG5305	NA	Uncharacterized membrane protein PF0508, contains N-terminal glycosyltransferase domain of PMT family	AG-325-E13_00931	-1
CABXUW010000012.1	16992	17363	-	AG-325-E13_00931	AG-325-E13	123	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AG-325-E13_00931	0
CABXUW010000012.1	17417	18805	+	AG-325-E13_00932	AG-325-E13	462	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-325-E13_00931	1
CABXUW010000012.1	18808	19602	-	AG-325-E13_00933	AG-325-E13	264	OG0000923	NA	NA	NA	NA	NA	AG-325-E13_00931	2
CABXVN010000003.1	44620	45462	+	AG-325-E20_01014	AG-325-E20	280	OG0000470	K05807	outer membrane protein assembly factor BamD	COG4105	BamD	Outer membrane protein assembly factor BamD, BamD/ComL family	AG-325-E20_01019	-5
CABXVN010000003.1	45467	47497	+	AG-325-E20_01015	AG-325-E20	676	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AG-325-E20_01019	-4
CABXVN010000003.1	47486	49204	-	AG-325-E20_01016	AG-325-E20	572	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-325-E20_01019	-3
CABXVN010000003.1	49192	51237	-	AG-325-E20_01017	AG-325-E20	681	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-325-E20_01019	-2
CABXVN010000003.1	51318	52706	-	AG-325-E20_01018	AG-325-E20	462	OG0000447	K01679	fumarate hydratase, class II [EC:4.2.1.2]	COG0114	FumC	Fumarate hydratase class II	AG-325-E20_01019	-1
CABXVN010000003.1	52766	53143	+	AG-325-E20_01019	AG-325-E20	125	OG0000760	NA	NA	COG4696	MazG2	NTP pyrophosphatase, MazG superfamily	AG-325-E20_01019	0
CABXVN010000003.1	53210	53329	-	AG-325-E20_01020	AG-325-E20	39	OG0001164	NA	NA	NA	NA	NA	AG-325-E20_01019	1
CABXVN010000003.1	53690	54637	+	AG-325-E20_01022	AG-325-E20	315	OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	COG1351	ThyX	Thymidylate synthase ThyX, FAD-dependent family	AG-325-E20_01019	2
CABXVN010000003.1	54618	55412	-	AG-325-E20_01023	AG-325-E20	264	OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	COG0489	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	AG-325-E20_01019	3
CABXVN010000003.1	55490	56593	+	AG-325-E20_01024	AG-325-E20	367	OG0000394	K04088	modulator of FtsH protease HflK	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-325-E20_01019	4
CABXVN010000003.1	56593	57465	+	AG-325-E20_01025	AG-325-E20	290	OG0000387	K04087	modulator of FtsH protease HflC	COG0330	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	AG-325-E20_01019	5
CABXWY010000010.1	13057	15099	+	AG-325-G21_00939	AG-325-G21	680	OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	COG0272	Lig	NAD-dependent DNA ligase	AG-325-G21_00944	-5
CABXWY010000010.1	15086	16783	-	AG-325-G21_00940	AG-325-G21	565	OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	COG0006	PepP	Xaa-Pro aminopeptidase	AG-325-G21_00944	-4
CABXWY010000010.1	16780	18816	-	AG-325-G21_00941	AG-325-G21	678	OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	COG0210	UvrD	Superfamily I DNA or RNA helicase	AG-325-G21_00944	-3
