contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACGWU010000001.1	43160	44095	-	AG-426-E17_00050	AG-426-E17	311	OG0000910	K01920	glutathione synthase [EC:6.3.2.3]	COG0189	LysX	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	AG-426-E17_00055	-5
CACGWU010000001.1	44098	45354	-	AG-426-E17_00051	AG-426-E17	418	OG0000919	K01919	glutamate--cysteine ligase [EC:6.3.2.2]	COG3572	Gsh2	Gamma-glutamylcysteine synthetase	AG-426-E17_00055	-4
CACGWU010000001.1	45344	46138	-	AG-426-E17_00052	AG-426-E17	264	OG0001021	NA	NA	COG0518	GuaA1	GMP synthase, glutamine amidotransferase domain/subunit	AG-426-E17_00055	-3
CACGWU010000001.1	46160	47188	-	AG-426-E17_00053	AG-426-E17	342	OG0000488	NA	NA	COG0240	GpsA	Glycerol-3-phosphate dehydrogenase	AG-426-E17_00055	-2
CACGWU010000001.1	47332	48894	-	AG-426-E17_00054	AG-426-E17	520	OG0001478	NA	NA	COG2303	BetA	Choline dehydrogenase or related flavoprotein	AG-426-E17_00055	-1
CACGWU010000001.1	48912	49481	-	AG-426-E17_00055	AG-426-E17	189	OG0002053	NA	NA	NA	NA	NA	AG-426-E17_00055	0
CACGWU010000001.1	49676	50227	-	AG-426-E17_00056	AG-426-E17	183	OG0001131	K01759	lactoylglutathione lyase [EC:4.4.1.5]	COG0346	GloA	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	AG-426-E17_00055	1
CACGWU010000001.1	50362	51501	+	AG-426-E17_00057	AG-426-E17	379	OG0000999	K01751	diaminopropionate ammonia-lyase [EC:4.3.1.15]	COG1171	IlvA	Threonine deaminase	AG-426-E17_00055	2
CACGWU010000001.1	51498	52916	+	AG-426-E17_00058	AG-426-E17	472	OG0000423	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	COG0415	PhrB	Deoxyribodipyrimidine photolyase	AG-426-E17_00055	3
CACGWU010000001.1	52913	53332	-	AG-426-E17_00059	AG-426-E17	139	OG0001000	NA	NA	COG0432	YjbQ	Thiamin phosphate synthase YjbQ, UPF0047 family	AG-426-E17_00055	4
CACGWU010000001.1	53329	53760	-	AG-426-E17_00060	AG-426-E17	143	OG0000968	NA	NA	NA	NA	NA	AG-426-E17_00055	5
CACMEG010000001.1	145340	146275	-	AG-891-E06_00161	AG-891-E06	311	OG0000910	K01920	glutathione synthase [EC:6.3.2.3]	COG0189	LysX	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	AG-891-E06_00166	-5
CACMEG010000001.1	146278	147534	-	AG-891-E06_00162	AG-891-E06	418	OG0000919	K01919	glutamate--cysteine ligase [EC:6.3.2.2]	COG3572	Gsh2	Gamma-glutamylcysteine synthetase	AG-891-E06_00166	-4
CACMEG010000001.1	147524	148318	-	AG-891-E06_00163	AG-891-E06	264	OG0001021	NA	NA	COG0518	GuaA1	GMP synthase, glutamine amidotransferase domain/subunit	AG-891-E06_00166	-3
CACMEG010000001.1	148340	149368	-	AG-891-E06_00164	AG-891-E06	342	OG0000488	NA	NA	COG0240	GpsA	Glycerol-3-phosphate dehydrogenase	AG-891-E06_00166	-2
