contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABYVA010000005.1	33653	34267	-	AG-333-N15_00417	AG-333-N15	204	OG0000960	K00943	dTMP kinase [EC:2.7.4.9]	COG0125	Tmk	Thymidylate kinase	AG-333-N15_00422	-5
CABYVA010000005.1	34260	35420	-	AG-333-N15_00418	AG-333-N15	386	OG0000884	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	COG1686	DacC	D-alanyl-D-alanine carboxypeptidase	AG-333-N15_00422	-4
CABYVA010000005.1	35417	36166	-	AG-333-N15_00419	AG-333-N15	249	OG0000880	NA	NA	NA	NA	NA	AG-333-N15_00422	-3
CABYVA010000005.1	36156	37154	-	AG-333-N15_00420	AG-333-N15	332	OG0000873	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	COG2951	MltB	Membrane-bound lytic murein transglycosylase B	AG-333-N15_00422	-2
CABYVA010000005.1	37141	38022	-	AG-333-N15_00421	AG-333-N15	293	OG0000992	K05786	chloramphenicol-sensitive protein RarD	COG2962	RarD	Membrane protein RarD, contains two EamA domains, drug/metabolite transporter family	AG-333-N15_00422	-1
CABYVA010000005.1	38038	39510	-	AG-333-N15_00422	AG-333-N15	490	OG0002304	NA	NA	NA	NA	NA	AG-333-N15_00422	0
CABYVA010000005.1	39491	40894	-	AG-333-N15_00423	AG-333-N15	467	OG0001948	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	AG-333-N15_00422	1
CABYVA010000005.1	40881	41087	-	AG-333-N15_00424	AG-333-N15	68	OG0001488	NA	NA	NA	NA	NA	AG-333-N15_00422	2
CABYVA010000005.1	41283	41546	-	AG-333-N15_00426	AG-333-N15	87	OG0000868	NA	NA	COG2938	SdhE	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	AG-333-N15_00422	3
CABYVA010000005.1	41571	43622	+	AG-333-N15_00427	AG-333-N15	683	OG0000263	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	COG1200	RecG	RecG-like helicase	AG-333-N15_00422	4
CABYVA010000005.1	43615	44232	-	AG-333-N15_00428	AG-333-N15	205	OG0000714	NA	NA	COG2928	NA	Uncharacterized membrane protein, DUF502 domain	AG-333-N15_00422	5
