contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CVSB01000026.1	53652	54830	-	AAA795-A20_00324	AAA795-A20	392	OG0001069	K00499	choline monooxygenase [EC:1.14.15.7]	COG4638	HcaE	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	AAA795-A20_00329	-5
CVSB01000026.1	55107	56117	+	AAA795-A20_00325	AAA795-A20	336	OG0001176	K02002	glycine betaine/proline transport system substrate-binding protein	COG2113	ProX	ABC-type proline/glycine betaine transport system, periplasmic component	AAA795-A20_00329	-4
CVSB01000026.1	56170	57054	+	AAA795-A20_00326	AAA795-A20	294	OG0000017	K02001	glycine betaine/proline transport system permease protein	COG4176	ProW	ABC-type proline/glycine betaine transport system, permease component	AAA795-A20_00329	-3
CVSB01000026.1	57117	57845	+	AAA795-A20_00327	AAA795-A20	242	OG0000947	NA	NA	COG0685	MetF	5,10-methylenetetrahydrofolate reductase	AAA795-A20_00329	-2
CVSB01000026.1	57838	59196	+	AAA795-A20_00328	AAA795-A20	452	OG0000097	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AAA795-A20_00329	-1
CVSB01000026.1	59351	59896	+	AAA795-A20_00329	AAA795-A20	181	OG0000944	NA	NA	NA	NA	NA	AAA795-A20_00329	0
CVSB01000026.1	59893	60060	-	AAA795-A20_00330	AAA795-A20	55	OG0000945	NA	NA	NA	NA	NA	AAA795-A20_00329	1
CVSB01000026.1	60053	60664	-	AAA795-A20_00331	AAA795-A20	203	OG0001060	NA	NA	NA	NA	NA	AAA795-A20_00329	2
CVSB01000026.1	60667	62328	-	AAA795-A20_00332	AAA795-A20	553	OG0001045	NA	NA	NA	NA	NA	AAA795-A20_00329	3
CVSB01000026.1	62331	63317	-	AAA795-A20_00333	AAA795-A20	328	OG0001057	K01273	membrane dipeptidase [EC:3.4.13.19]	COG2355	NA	Zn-dependent dipeptidase, microsomal dipeptidase homolog	AAA795-A20_00329	4
CVSB01000026.1	63391	63882	+	AAA795-A20_00334	AAA795-A20	163	OG0000748	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	COG0041	PurE	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	AAA795-A20_00329	5
CABXTC010000004.1	132024	132515	-	AG-325-C18_00694	AG-325-C18	163	OG0000748	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	COG0041	PurE	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	AG-325-C18_00699	-5
CABXTC010000004.1	132615	133580	+	AG-325-C18_00695	AG-325-C18	321	OG0001057	K01273	membrane dipeptidase [EC:3.4.13.19]	COG2355	NA	Zn-dependent dipeptidase, microsomal dipeptidase homolog	AG-325-C18_00699	-4
CABXTC010000004.1	133584	135236	+	AG-325-C18_00696	AG-325-C18	550	OG0001045	NA	NA	NA	NA	NA	AG-325-C18_00699	-3
CABXTC010000004.1	135196	135858	+	AG-325-C18_00697	AG-325-C18	220	OG0001060	NA	NA	NA	NA	NA	AG-325-C18_00699	-2
CABXTC010000004.1	135851	136021	+	AG-325-C18_00698	AG-325-C18	56	OG0000945	NA	NA	NA	NA	NA	AG-325-C18_00699	-1
CABXTC010000004.1	136018	136560	-	AG-325-C18_00699	AG-325-C18	180	OG0000944	NA	NA	NA	NA	NA	AG-325-C18_00699	0
CABXTC010000004.1	136704	138062	-	AG-325-C18_00700	AG-325-C18	452	OG0000097	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-325-C18_00699	1
CABXTC010000004.1	138055	138783	-	AG-325-C18_00701	AG-325-C18	242	OG0000947	NA	NA	COG0685	MetF	5,10-methylenetetrahydrofolate reductase	AG-325-C18_00699	2
CABXTN010000002.1	34866	35357	-	AG-325-C21_00171	AG-325-C21	163	OG0000748	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	COG0041	PurE	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	AG-325-C21_00176	-5
CABXTN010000002.1	35406	36374	+	AG-325-C21_00172	AG-325-C21	322	OG0001057	K01273	membrane dipeptidase [EC:3.4.13.19]	COG2355	NA	Zn-dependent dipeptidase, microsomal dipeptidase homolog	AG-325-C21_00176	-4
CABXTN010000002.1	36374	38035	+	AG-325-C21_00173	AG-325-C21	553	OG0001045	NA	NA	NA	NA	NA	AG-325-C21_00176	-3
CABXTN010000002.1	38035	38643	+	AG-325-C21_00174	AG-325-C21	202	OG0001060	NA	NA	NA	NA	NA	AG-325-C21_00176	-2
CABXTN010000002.1	38636	38806	+	AG-325-C21_00175	AG-325-C21	56	OG0000945	NA	NA	NA	NA	NA	AG-325-C21_00176	-1
CABXTN010000002.1	38803	39348	-	AG-325-C21_00176	AG-325-C21	181	OG0000944	NA	NA	NA	NA	NA	AG-325-C21_00176	0
CABXTN010000002.1	39491	40849	-	AG-325-C21_00177	AG-325-C21	452	OG0000097	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-325-C21_00176	1
CABXTN010000002.1	40842	41570	-	AG-325-C21_00178	AG-325-C21	242	OG0000947	NA	NA	COG0685	MetF	5,10-methylenetetrahydrofolate reductase	AG-325-C21_00176	2
CABXTN010000002.1	41635	42519	-	AG-325-C21_00179	AG-325-C21	294	OG0000017	K02001	glycine betaine/proline transport system permease protein	COG4176	ProW	ABC-type proline/glycine betaine transport system, permease component	AG-325-C21_00176	3
CABXTN010000002.1	42577	43629	-	AG-325-C21_00180	AG-325-C21	350	OG0001176	K02002	glycine betaine/proline transport system substrate-binding protein	COG2113	ProX	ABC-type proline/glycine betaine transport system, periplasmic component	AG-325-C21_00176	4
