contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
HIMB1492-00000000004	13928	14851	+	HIMB1492_00140	HIMB1492	307	OG0000041	NA	NA	COG3958	TktA2	Transketolase, C-terminal subunit	HIMB1492_00145	-5
HIMB1492-00000000004	14841	15731	+	HIMB1492_00141	HIMB1492	296	OG0002486	NA	NA	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	HIMB1492_00145	-4
HIMB1492-00000000004	15732	16622	+	HIMB1492_00142	HIMB1492	296	OG0002316	NA	NA	COG2227	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	HIMB1492_00145	-3
HIMB1492-00000000004	16622	18091	+	HIMB1492_00143	HIMB1492	489	OG0001355	NA	NA	COG0615	TagD	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	HIMB1492_00145	-2
HIMB1492-00000000004	18103	18933	-	HIMB1492_00144	HIMB1492	276	OG0001364	NA	NA	NA	NA	NA	HIMB1492_00145	-1
HIMB1492-00000000004	19181	19774	-	HIMB1492_00145	HIMB1492	197	OG0003379	K18697	phosphatidylglycerophosphatase C [EC:3.1.3.27]	COG0560	SerB	Phosphoserine phosphatase	HIMB1492_00145	0
HIMB1493-00000000001	1395317	1396417	+	HIMB1493_01482	HIMB1493	366	OG0000677	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	COG0821	IspG	4-hydroxy-3-methylbut-2-enyl diphosphate synthase IspG/GcpE	HIMB1493_01491	-5
HIMB1493-00000000001	1396414	1397487	+	HIMB1493_01483	HIMB1493	357	OG0000742	K02835	peptide chain release factor 1	COG0216	PrfA	Protein chain release factor RF1	HIMB1493_01491	-4
HIMB1493-00000000001	1397488	1398330	+	HIMB1493_01484	HIMB1493	280	OG0000560	NA	NA	COG2890	HemK	Methylase of polypeptide chain release factors	HIMB1493_01491	-3
HIMB1493-00000000001	1398342	1398782	+	HIMB1493_01485	HIMB1493	146	OG0000869	NA	NA	NA	NA	NA	HIMB1493_01491	-2
HIMB1493-00000000001	1398779	1400071	-	HIMB1493_01486	HIMB1493	430	OG0000842	K19304	murein DD-endopeptidase [EC:3.4.24.-]	COG0739	NlpD	Murein endopeptidase or hydrolase activator MepM/NlpD, contains LysM domain	HIMB1493_01491	-1
