contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABYCY010000001.1	13885	15918	-	AG-333-A04_00013	AG-333-A04	677	OG0001079	K02031	peptide/nickel transport system ATP-binding protein	COG1123	GsiA	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	AG-333-A04_00018	-5
CABYCY010000001.1	15920	16804	-	AG-333-A04_00014	AG-333-A04	294	OG0001127	K02034	peptide/nickel transport system permease protein	COG1173	DppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	AG-333-A04_00018	-4
CABYCY010000001.1	16806	17762	-	AG-333-A04_00015	AG-333-A04	318	OG0001118	K02033	peptide/nickel transport system permease protein	COG0601	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	AG-333-A04_00018	-3
CABYCY010000001.1	17850	19334	-	AG-333-A04_00016	AG-333-A04	494	OG0001119	K02035	peptide/nickel transport system substrate-binding protein	COG0747	DdpA	ABC-type transport system, periplasmic component	AG-333-A04_00018	-2
CABYCY010000001.1	19491	20714	+	AG-333-A04_00017	AG-333-A04	407	OG0000097	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-333-A04_00018	-1
CABYCY010000001.1	20711	21439	-	AG-333-A04_00018	AG-333-A04	242	OG0002271	NA	NA	COG0834	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	AG-333-A04_00018	0
CABYCY010000001.1	21496	22185	+	AG-333-A04_00019	AG-333-A04	229	OG0001462	K05995	dipeptidase E [EC:3.4.13.21]	COG3340	PepE	Peptidase E	AG-333-A04_00018	1
CABYCY010000001.1	22182	23336	+	AG-333-A04_00020	AG-333-A04	384	OG0000962	NA	NA	COG1304	LldD	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	AG-333-A04_00018	2
CABYCY010000001.1	23341	25083	+	AG-333-A04_00021	AG-333-A04	580	OG0000014	NA	NA	COG0028	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	AG-333-A04_00018	3
CABYCY010000001.1	25088	25423	+	AG-333-A04_00022	AG-333-A04	111	OG0001310	NA	NA	COG2351	HiuH	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	AG-333-A04_00018	4
CABYCY010000001.1	25447	26592	+	AG-333-A04_00023	AG-333-A04	381	OG0000127	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-333-A04_00018	5
CACDYK010000002.1	30187	31332	-	AG-390-G11_00227	AG-390-G11	381	OG0000127	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-390-G11_00232	-5
CACDYK010000002.1	31355	31690	-	AG-390-G11_00228	AG-390-G11	111	OG0001310	NA	NA	COG2351	HiuH	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	AG-390-G11_00232	-4
CACDYK010000002.1	31695	33437	-	AG-390-G11_00229	AG-390-G11	580	OG0000014	NA	NA	COG0028	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	AG-390-G11_00232	-3
CACDYK010000002.1	33442	34596	-	AG-390-G11_00230	AG-390-G11	384	OG0000962	NA	NA	COG1304	LldD	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	AG-390-G11_00232	-2
CACDYK010000002.1	34593	35282	-	AG-390-G11_00231	AG-390-G11	229	OG0001462	K05995	dipeptidase E [EC:3.4.13.21]	COG3340	PepE	Peptidase E	AG-390-G11_00232	-1
CACDYK010000002.1	35338	36066	+	AG-390-G11_00232	AG-390-G11	242	OG0002271	NA	NA	COG0834	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	AG-390-G11_00232	0
CACDYK010000002.1	36063	37286	-	AG-390-G11_00233	AG-390-G11	407	OG0000097	NA	NA	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	AG-390-G11_00232	1
CACDYK010000002.1	37444	38931	+	AG-390-G11_00234	AG-390-G11	495	OG0001119	K02035	peptide/nickel transport system substrate-binding protein	COG0747	DdpA	ABC-type transport system, periplasmic component	AG-390-G11_00232	2
CACDYK010000002.1	39029	39985	+	AG-390-G11_00235	AG-390-G11	318	OG0001118	K02033	peptide/nickel transport system permease protein	COG0601	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	AG-390-G11_00232	3
