contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CVSB01000029.1	1216	3594	+	AAA795-A20_00406	AAA795-A20	792	OG0000595	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	COG0466	Lon	ATP-dependent Lon protease, bacterial type	AAA795-A20_00413	-5
CVSB01000029.1	3896	4264	+	AAA795-A20_00409	AAA795-A20	122	OG0000730	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	COG0838	NuoA	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	AAA795-A20_00413	-4
CVSB01000029.1	4280	4795	+	AAA795-A20_00410	AAA795-A20	171	OG0000700	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	COG0377	NuoB	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	AAA795-A20_00413	-3
CVSB01000029.1	4798	5403	+	AAA795-A20_00411	AAA795-A20	201	OG0000664	NA	NA	COG0852	NuoC	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	AAA795-A20_00413	-2
CVSB01000029.1	5387	6562	+	AAA795-A20_00412	AAA795-A20	391	OG0000501	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	COG0649	NuoD	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	AAA795-A20_00413	-1
CVSB01000029.1	6559	7167	+	AAA795-A20_00413	AAA795-A20	202	OG0000636	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	COG1905	NuoE	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	AAA795-A20_00413	0
CVSB01000029.1	7160	8491	+	AAA795-A20_00414	AAA795-A20	443	OG0000050	NA	NA	COG1894	NuoF	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	AAA795-A20_00413	1
CVSB01000029.1	8484	10511	+	AAA795-A20_00415	AAA795-A20	675	OG0000049	NA	NA	COG1034	NuoG	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	AAA795-A20_00413	2
CVSB01000029.1	10513	11511	+	AAA795-A20_00416	AAA795-A20	332	OG0000432	K00337	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	COG1005	NuoH	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	AAA795-A20_00413	3
CVSB01000029.1	11547	11999	+	AAA795-A20_00417	AAA795-A20	150	OG0000324	K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	COG1143	NuoI	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	AAA795-A20_00413	4
CVSB01000029.1	12002	12634	+	AAA795-A20_00418	AAA795-A20	210	OG0000334	K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	COG0839	NuoJ	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	AAA795-A20_00413	5
CVSF01000041.1	44649	44768	+	AAA795-D22_00557	AAA795-D22	39	OG0001164	NA	NA	COG1862	YajC	Protein translocase subunit YajC	AAA795-D22_00564	-5
