contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACGAF010000005.1	4456	5475	+	AG-422-B15_00452	AG-422-B15	339	OG0000362	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	COG0276	HemH	Protoheme ferro-lyase (ferrochelatase)	AG-422-B15_00457	-5
CACGAF010000005.1	5472	5915	+	AG-422-B15_00453	AG-422-B15	147	OG0000854	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	COG1981	HemJ	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)	AG-422-B15_00457	-4
CACGAF010000005.1	5993	7258	+	AG-422-B15_00454	AG-422-B15	421	OG0000332	K03628	transcription termination factor Rho	COG1158	Rho	Transcription termination factor Rho	AG-422-B15_00457	-3
CACGAF010000005.1	7271	7768	-	AG-422-B15_00455	AG-422-B15	165	OG0000487	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	COG0503	Apt	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	AG-422-B15_00457	-2
CACGAF010000005.1	7788	8243	-	AG-422-B15_00456	AG-422-B15	151	OG0000712	NA	NA	COG0350	AdaB	DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase)	AG-422-B15_00457	-1
CACGAF010000005.1	8274	8594	+	AG-422-B15_00457	AG-422-B15	106	OG0001993	NA	NA	COG3411	2Fe2S	2Fe-2S ferredoxin	AG-422-B15_00457	0
CACGAF010000005.1	8591	9886	+	AG-422-B15_00458	AG-422-B15	431	OG0000083	K03650	tRNA modification GTPase [EC:3.6.-.-]	COG0486	MnmE	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	AG-422-B15_00457	1
CACGAF010000005.1	9935	11803	+	AG-422-B15_00459	AG-422-B15	622	OG0000206	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	COG0445	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	AG-422-B15_00457	2
CACGAF010000005.1	11814	12437	+	AG-422-B15_00460	AG-422-B15	207	OG0000592	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	COG0357	RsmG	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	AG-422-B15_00457	3
CACGAF010000005.1	12437	13225	+	AG-422-B15_00461	AG-422-B15	262	OG0000296	K03496	chromosome partitioning protein	COG1192	ParA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	AG-422-B15_00457	4
CACGAF010000005.1	13225	14085	+	AG-422-B15_00462	AG-422-B15	286	OG0000603	K03497	ParB family transcriptional regulator, chromosome partitioning protein	COG1475	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	AG-422-B15_00457	5
CACGCK010000001.1	171269	172129	-	AG-422-C21_00184	AG-422-C21	286	OG0000603	K03497	ParB family transcriptional regulator, chromosome partitioning protein	COG1475	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	AG-422-C21_00189	-5
CACGCK010000001.1	172129	172917	-	AG-422-C21_00185	AG-422-C21	262	OG0000296	K03496	chromosome partitioning protein	COG1192	ParA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	AG-422-C21_00189	-4
CACGCK010000001.1	172917	173540	-	AG-422-C21_00186	AG-422-C21	207	OG0000592	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	COG0357	RsmG	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	AG-422-C21_00189	-3
CACGCK010000001.1	173551	175419	-	AG-422-C21_00187	AG-422-C21	622	OG0000206	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	COG0445	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	AG-422-C21_00189	-2
CACGCK010000001.1	175468	176763	-	AG-422-C21_00188	AG-422-C21	431	OG0000083	K03650	tRNA modification GTPase [EC:3.6.-.-]	COG0486	MnmE	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	AG-422-C21_00189	-1
