contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACBYE010000002.1	37168	37716	+	AG-359-P18_00288	AG-359-P18	182	OG0000430	K09125	queuosine precursor transporter	COG1738	YhhQ	Queuosine precursor transporter YhhQ, DUF165 family	AG-359-P18_00293	-5
CACBYE010000002.1	37717	38769	-	AG-359-P18_00289	AG-359-P18	350	OG0001269	K10536	agmatine deiminase [EC:3.5.3.12]	COG2957	AguA	Agmatine/peptidylarginine deiminase	AG-359-P18_00293	-4
CACBYE010000002.1	38762	39643	-	AG-359-P18_00290	AG-359-P18	293	OG0001065	K12251	N-carbamoylputrescine amidase [EC:3.5.1.53]	COG0388	Nit1	Nitrilase/amidase YafV/Nit2, hydrolyzes deaminated glutathione	AG-359-P18_00293	-3
CACBYE010000002.1	39647	40687	-	AG-359-P18_00291	AG-359-P18	346	OG0000618	K00809	deoxyhypusine synthase [EC:2.5.1.46]	COG1899	DYS1	Deoxyhypusine synthase	AG-359-P18_00293	-2
CACBYE010000002.1	40687	41871	-	AG-359-P18_00292	AG-359-P18	394	OG0000617	K01581	ornithine decarboxylase [EC:4.1.1.17]	COG0019	LysA	Diaminopimelate decarboxylase	AG-359-P18_00293	-1
CACBYE010000002.1	41877	42005	+	AG-359-P18_00293	AG-359-P18	42	OG0003479	NA	NA	NA	NA	NA	AG-359-P18_00293	0
CACBYE010000002.1	41992	42582	+	AG-359-P18_00294	AG-359-P18	196	OG0000382	K15012	two-component system, response regulator RegA	COG4567	NA	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains	AG-359-P18_00293	1
CACBYE010000002.1	42575	43126	-	AG-359-P18_00295	AG-359-P18	183	OG0000686	K03523	biotin transport system substrate-specific component	COG1268	BioY	Biotin transporter BioY	AG-359-P18_00293	2
CACBYE010000002.1	43173	45947	+	AG-359-P18_00296	AG-359-P18	924	OG0000241	K02335	DNA polymerase I [EC:2.7.7.7]	COG0749	PolA	DNA polymerase I, 3'-5' exonuclease and polymerase domains	AG-359-P18_00293	3
CACBYE010000002.1	45993	46700	+	AG-359-P18_00297	AG-359-P18	235	OG0000500	K14981	two-component system, OmpR family, response regulator ChvI	COG0745	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	AG-359-P18_00293	4
CACBYE010000002.1	46700	48160	+	AG-359-P18_00298	AG-359-P18	486	OG0000421	NA	NA	COG2205	KdpD	K+-sensing histidine kinase KdpD	AG-359-P18_00293	5
CACNOT010000001.1	290586	290900	+	AG-893-I20_00314	AG-893-I20	104	OG0000282	K02902	large subunit ribosomal protein L28	COG0227	RpmB	Ribosomal protein L28	AG-893-I20_00319	-5
CACNOT010000001.1	290900	291454	+	AG-893-I20_00315	AG-893-I20	184	OG0000430	K09125	queuosine precursor transporter	COG1738	YhhQ	Queuosine precursor transporter YhhQ, DUF165 family	AG-893-I20_00319	-4
CACNOT010000001.1	291451	292326	-	AG-893-I20_00316	AG-893-I20	291	OG0001092	K01480	agmatinase [EC:3.5.3.11]	COG0010	SpeB	Arginase/agmatinase family enzyme	AG-893-I20_00319	-3
CACNOT010000001.1	292330	293373	-	AG-893-I20_00317	AG-893-I20	347	OG0000618	K00809	deoxyhypusine synthase [EC:2.5.1.46]	COG1899	DYS1	Deoxyhypusine synthase	AG-893-I20_00319	-2
CACNOT010000001.1	293373	294557	-	AG-893-I20_00318	AG-893-I20	394	OG0000617	K01581	ornithine decarboxylase [EC:4.1.1.17]	COG0019	LysA	Diaminopimelate decarboxylase	AG-893-I20_00319	-1
CACNOT010000001.1	294563	294691	+	AG-893-I20_00319	AG-893-I20	42	OG0003479	NA	NA	NA	NA	NA	AG-893-I20_00319	0
CACNOT010000001.1	294705	295268	+	AG-893-I20_00320	AG-893-I20	187	OG0000382	K15012	two-component system, response regulator RegA	COG4567	NA	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains	AG-893-I20_00319	1
CACNOT010000001.1	295261	295836	-	AG-893-I20_00321	AG-893-I20	191	OG0000686	K03523	biotin transport system substrate-specific component	COG1268	BioY	Biotin transporter BioY	AG-893-I20_00319	2
CACNOT010000001.1	295859	298633	+	AG-893-I20_00322	AG-893-I20	924	OG0000241	K02335	DNA polymerase I [EC:2.7.7.7]	COG0749	PolA	DNA polymerase I, 3'-5' exonuclease and polymerase domains	AG-893-I20_00319	3
CACNOT010000001.1	298679	299386	+	AG-893-I20_00323	AG-893-I20	235	OG0000500	K14981	two-component system, OmpR family, response regulator ChvI	COG0745	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	AG-893-I20_00319	4
CACNOT010000001.1	299386	300927	+	AG-893-I20_00324	AG-893-I20	513	OG0000421	K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	COG2205	KdpD	K+-sensing histidine kinase KdpD	AG-893-I20_00319	5
CACORJ010000007.1	42965	44506	-	AH-324-K07_00827	AH-324-K07	513	OG0000421	K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	COG0642	BaeS	Signal transduction histidine kinase	AH-324-K07_00832	-5
CACORJ010000007.1	44506	45213	-	AH-324-K07_00828	AH-324-K07	235	OG0000500	K14981	two-component system, OmpR family, response regulator ChvI	COG0745	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	AH-324-K07_00832	-4
CACORJ010000007.1	45262	48036	-	AH-324-K07_00829	AH-324-K07	924	OG0000241	K02335	DNA polymerase I [EC:2.7.7.7]	COG0749	PolA	DNA polymerase I, 3'-5' exonuclease and polymerase domains	AH-324-K07_00832	-3
CACORJ010000007.1	48152	48703	+	AH-324-K07_00830	AH-324-K07	183	OG0000686	K03523	biotin transport system substrate-specific component	COG1268	BioY	Biotin transporter BioY	AH-324-K07_00832	-2
CACORJ010000007.1	48696	49259	-	AH-324-K07_00831	AH-324-K07	187	OG0000382	K15012	two-component system, response regulator RegA	COG4567	NA	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains	AH-324-K07_00832	-1
CACORJ010000007.1	49276	49401	-	AH-324-K07_00832	AH-324-K07	41	OG0003479	NA	NA	NA	NA	NA	AH-324-K07_00832	0
CACORJ010000007.1	49407	50591	+	AH-324-K07_00833	AH-324-K07	394	OG0000617	K01581	ornithine decarboxylase [EC:4.1.1.17]	COG0019	LysA	Diaminopimelate decarboxylase	AH-324-K07_00832	1
CACORJ010000007.1	50591	51634	+	AH-324-K07_00834	AH-324-K07	347	OG0000618	K00809	deoxyhypusine synthase [EC:2.5.1.46]	COG1899	DYS1	Deoxyhypusine synthase	AH-324-K07_00832	2
CACORJ010000007.1	51667	52512	+	AH-324-K07_00835	AH-324-K07	281	OG0001092	K01480	agmatinase [EC:3.5.3.11]	COG0010	SpeB	Arginase/agmatinase family enzyme	AH-324-K07_00832	3
CACORJ010000007.1	52505	53062	-	AH-324-K07_00836	AH-324-K07	185	OG0000430	K09125	queuosine precursor transporter	COG1738	YhhQ	Queuosine precursor transporter YhhQ, DUF165 family	AH-324-K07_00832	4
CACORJ010000007.1	53062	53373	-	AH-324-K07_00837	AH-324-K07	103	OG0000282	K02902	large subunit ribosomal protein L28	COG0227	RpmB	Ribosomal protein L28	AH-324-K07_00832	5
