contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABYFB010000001.1	207814	208533	+	AG-894-B06_00225	AG-894-B06	239	OG0000058	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	COG0106	HisA	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	AG-894-B06_00230	-5
CABYFB010000001.1	208526	209278	+	AG-894-B06_00226	AG-894-B06	250	OG0000172	K02500	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	COG0107	HisF	Imidazole glycerol phosphate synthase subunit HisF	AG-894-B06_00230	-4
CABYFB010000001.1	209279	210031	+	AG-894-B06_00227	AG-894-B06	250	OG0002940	NA	NA	NA	NA	NA	AG-894-B06_00230	-3
CABYFB010000001.1	210034	210306	+	AG-894-B06_00228	AG-894-B06	90	OG0000214	NA	NA	COG0140	HisI2	Phosphoribosyl-ATP pyrophosphohydrolase	AG-894-B06_00230	-2
CABYFB010000001.1	210313	210729	+	AG-894-B06_00229	AG-894-B06	138	OG0002739	NA	NA	COG3085	YifE	Uncharacterized RNA-binding protein YifE, UPF0438 family	AG-894-B06_00230	-1
CABYFB010000001.1	210778	213066	-	AG-894-B06_00230	AG-894-B06	762	OG0002635	NA	NA	NA	NA	NA	AG-894-B06_00230	0
CABYFB010000001.1	213063	213623	-	AG-894-B06_00231	AG-894-B06	186	OG0002546	NA	NA	NA	NA	NA	AG-894-B06_00230	1
CABYFB010000001.1	213670	213885	-	AG-894-B06_00232	AG-894-B06	71	OG0001696	NA	NA	NA	NA	NA	AG-894-B06_00230	2
CABYFB010000001.1	214045	214419	+	AG-894-B06_00233	AG-894-B06	124	OG0001632	NA	NA	NA	NA	NA	AG-894-B06_00230	3
CABYFB010000001.1	214499	214666	+	AG-894-B06_00234	AG-894-B06	55	OG0001455	NA	NA	NA	NA	NA	AG-894-B06_00230	4
CABYFB010000001.1	214668	215933	-	AG-894-B06_00235	AG-894-B06	421	OG0000052	K11690	C4-dicarboxylate transporter, DctM subunit	COG1593	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	AG-894-B06_00230	5
