contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CABZDW010000008.1	16474	17916	-	AG-337-D17_00669	AG-337-D17	480	OG0001158	NA	NA	COG2308	NA	Circularly permuted ATP-grasp protein	AG-337-D17_00674	-5
CABZDW010000008.1	18022	18753	+	AG-337-D17_00670	AG-337-D17	243	OG0001204	K07395	putative proteasome-type protease	COG3484	NA	Predicted proteasome-type protease	AG-337-D17_00674	-4
CABZDW010000008.1	18824	19045	+	AG-337-D17_00671	AG-337-D17	73	OG0000357	NA	NA	NA	NA	NA	AG-337-D17_00674	-3
CABZDW010000008.1	19045	19695	+	AG-337-D17_00672	AG-337-D17	216	OG0001051	NA	NA	COG0580	GlpF	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	AG-337-D17_00674	-2
CABZDW010000008.1	19887	20852	+	AG-337-D17_00673	AG-337-D17	321	OG0001433	NA	NA	NA	NA	NA	AG-337-D17_00674	-1
CABZDW010000008.1	20919	21251	-	AG-337-D17_00674	AG-337-D17	110	OG0002013	NA	NA	COG0818	DgkA	Diacylglycerol kinase	AG-337-D17_00674	0
CABZDW010000008.1	21251	22441	-	AG-337-D17_00675	AG-337-D17	396	OG0000840	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	COG0836	CpsB	Mannose-1-phosphate guanylyltransferase	AG-337-D17_00674	1
CABZDW010000008.1	22441	24159	-	AG-337-D17_00676	AG-337-D17	572	OG0000063	K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	COG0129	IlvD	Dihydroxyacid dehydratase/phosphogluconate dehydratase	AG-337-D17_00674	2
CABZDW010000008.1	24159	26786	-	AG-337-D17_00677	AG-337-D17	875	OG0000887	K01873	valyl-tRNA synthetase [EC:6.1.1.9]	COG0525	ValS	Valyl-tRNA synthetase	AG-337-D17_00674	3
CABZDW010000008.1	27117	27482	-	AG-337-D17_00680	AG-337-D17	121	OG0000900	NA	NA	COG1396	HipB	Transcriptional regulator, contains XRE-family HTH domain	AG-337-D17_00674	4
