contig	start	end	strand	seq_id	genome	aa_length	Orthogroup	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME	center_query	relative_order
CACMIV010000002.1	167508	168407	-	AG-891-J04_00868	AG-891-J04	299	OG0000961	NA	NA	COG0280	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	AG-891-J04_00873	-5
CACMIV010000002.1	168728	169918	+	AG-891-J04_00869	AG-891-J04	396	OG0002251	NA	NA	COG3268	NA	Uncharacterized conserved protein, related to short-chain dehydrogenases	AG-891-J04_00873	-4
CACMIV010000002.1	170052	170336	+	AG-891-J04_00870	AG-891-J04	94	OG0002096	NA	NA	COG1426	RodZ	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	AG-891-J04_00873	-3
CACMIV010000002.1	170333	170788	-	AG-891-J04_00871	AG-891-J04	151	OG0000907	K07168	CBS domain-containing membrane protein	NA	NA	NA	AG-891-J04_00873	-2
CACMIV010000002.1	170803	171201	+	AG-891-J04_00872	AG-891-J04	132	OG0002250	NA	NA	COG4852	NA	Uncharacterized membrane protein	AG-891-J04_00873	-1
CACMIV010000002.1	171255	172274	+	AG-891-J04_00873	AG-891-J04	339	OG0003082	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-891-J04_00873	0
CACMIV010000002.1	172410	172718	-	AG-891-J04_00875	AG-891-J04	102	OG0002347	NA	NA	NA	NA	NA	AG-891-J04_00873	1
CACMIV010000002.1	172836	174506	-	AG-891-J04_00876	AG-891-J04	556	OG0000054	K00108	choline dehydrogenase [EC:1.1.99.1]	COG2303	BetA	Choline dehydrogenase or related flavoprotein	AG-891-J04_00873	2
CACMIV010000002.1	174625	175572	+	AG-891-J04_00877	AG-891-J04	315	OG0000003	K15270	S-adenosylmethionine uptake transporter	COG0697	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	AG-891-J04_00873	3
CACMIV010000002.1	175574	176059	-	AG-891-J04_00878	AG-891-J04	161	OG0001237	K09767	cyclic-di-GMP-binding protein	COG1666	YajQ	Cyclic di-GMP-binding protein YajQ, UPF0234 family	AG-891-J04_00873	4
CACMIV010000002.1	176059	177192	-	AG-891-J04_00879	AG-891-J04	377	OG0001049	K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]	COG1804	CaiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	AG-891-J04_00873	5
CABYDZ010000008.1	12606	13502	-	AG-894-A11_00982	AG-894-A11	298	OG0000961	NA	NA	COG0280	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	AG-894-A11_00987	-5
CABYDZ010000008.1	13816	15009	+	AG-894-A11_00983	AG-894-A11	397	OG0002251	NA	NA	COG3268	NA	Uncharacterized conserved protein, related to short-chain dehydrogenases	AG-894-A11_00987	-4
CABYDZ010000008.1	15094	15414	+	AG-894-A11_00984	AG-894-A11	106	OG0002096	NA	NA	COG1426	RodZ	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	AG-894-A11_00987	-3
CABYDZ010000008.1	15421	15876	-	AG-894-A11_00985	AG-894-A11	151	OG0000907	K07168	CBS domain-containing membrane protein	NA	NA	NA	AG-894-A11_00987	-2
CABYDZ010000008.1	16033	16236	-	AG-894-A11_00986	AG-894-A11	67	NA	NA	NA	NA	NA	NA	AG-894-A11_00987	-1
CABYDZ010000008.1	16327	17346	+	AG-894-A11_00987	AG-894-A11	339	OG0003082	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-894-A11_00987	0
CABYDZ010000008.1	17495	18346	+	AG-894-A11_00989	AG-894-A11	283	OG0000007	NA	NA	COG0300	YqjQ	Short-chain dehydrogenase	AG-894-A11_00987	1
CABYDZ010000008.1	18352	20022	-	AG-894-A11_00990	AG-894-A11	556	OG0000054	K00108	choline dehydrogenase [EC:1.1.99.1]	COG2303	BetA	Choline dehydrogenase or related flavoprotein	AG-894-A11_00987	2
CABYDZ010000008.1	20108	21052	+	AG-894-A11_00991	AG-894-A11	314	OG0000003	K15270	S-adenosylmethionine uptake transporter	COG0697	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	AG-894-A11_00987	3
CABYDZ010000008.1	21053	21538	-	AG-894-A11_00992	AG-894-A11	161	OG0001237	K09767	cyclic-di-GMP-binding protein	COG1666	YajQ	Cyclic di-GMP-binding protein YajQ, UPF0234 family	AG-894-A11_00987	4
CABYDZ010000008.1	21541	22671	-	AG-894-A11_00993	AG-894-A11	376	OG0001049	K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]	COG1804	CaiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	AG-894-A11_00987	5
CABYOW010000001.1	5398	6153	+	AG-894-L13_00007	AG-894-L13	251	OG0000058	NA	NA	COG0107	HisF	Imidazole glycerol phosphate synthase subunit HisF	AG-894-L13_00012	-5
CABYOW010000001.1	6140	8236	+	AG-894-L13_00008	AG-894-L13	698	OG0001296	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-894-L13_00012	-4
CABYOW010000001.1	8217	9533	+	AG-894-L13_00009	AG-894-L13	438	OG0003644	NA	NA	NA	NA	NA	AG-894-L13_00012	-3
CABYOW010000001.1	9526	10203	+	AG-894-L13_00010	AG-894-L13	225	OG0003322	NA	NA	NA	NA	NA	AG-894-L13_00012	-2
CABYOW010000001.1	10203	10910	+	AG-894-L13_00011	AG-894-L13	235	OG0001962	NA	NA	NA	NA	NA	AG-894-L13_00012	-1
CABYOW010000001.1	10907	12013	+	AG-894-L13_00012	AG-894-L13	368	OG0003082	NA	NA	COG0438	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	AG-894-L13_00012	0
CABYOW010000001.1	12000	13064	+	AG-894-L13_00013	AG-894-L13	354	OG0000059	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	COG0673	MviM	Predicted dehydrogenase	AG-894-L13_00012	1
CABYOW010000001.1	13057	13515	+	AG-894-L13_00014	AG-894-L13	152	OG0000120	NA	NA	COG0110	WbbJ	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family	AG-894-L13_00012	2
CABYOW010000001.1	13512	14615	+	AG-894-L13_00015	AG-894-L13	367	OG0000093	NA	NA	COG0399	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	AG-894-L13_00012	3
CABYOW010000001.1	14619	15803	+	AG-894-L13_00016	AG-894-L13	394	OG0001667	NA	NA	NA	NA	NA	AG-894-L13_00012	4
